model,tensor,type_block,rule,harmed_id,harmed_se,harmmass_id,harmmass_se,elected_id,elected_se,clip,metric,pos_share,rank1_sign_fit,row_share,col_share,resid_share,ceiling_pct_of_mse,identity_mse_cut,search_mse_cut,control_mse_cut,identity,search,control,lift_vs_identity,lift_vs_control,init,seconds
llama-3.1-8b,"layers.24.self_attn.o_proj (4096, 4096)",8x64,h1.5,12.7265,15.0651,4.2358,4.6474,34.9976,44.9951,heade0,mse,0.5669,0.5563,0.0072,0.0008,0.992,21.3077,4.6686,7.763,7.7683,0.2191,0.3643,0.3646,0.1452,-0.0002,spectral2,8.7
llama-3.1-8b,"layers.24.self_attn.o_proj (4096, 4096)",8x64,h3,1.4057,4.9378,0.3573,1.2916,4.7089,17.6697,heade0,mse,0.5669,0.5563,0.0072,0.0008,0.992,21.3077,1.013,4.3952,4.3998,0.0475,0.2063,0.2065,0.1587,-0.0002,spectral2,7.5
llama-3.1-8b,"layers.24.self_attn.o_proj (4096, 4096)",8x64,h5,0.1651,1.9363,0.0332,0.4335,0.6561,8.3954,heade0,mse,0.5669,0.5563,0.0072,0.0008,0.992,21.3077,0.1761,2.6872,2.7568,0.0083,0.1261,0.1294,0.1178,-0.0033,spectral2,7.8
llama-3.1-8b,"layers.24.self_attn.o_proj (4096, 4096)",8x64,dominance,0.0,0.0,0.0,0.0,0.0,0.0,heade0,mse,0.5669,0.5563,0.0072,0.0008,0.992,21.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.9
llama-3.1-8b,"layers.24.mlp.up_proj (14336, 4096)",8x64,argmin,25.9874,22.4033,9.6547,7.4414,65.3538,62.1791,heade0,mse,0.5646,0.5554,0.0095,0.0005,0.99,21.2276,5.6794,8.5112,8.4745,0.2675,0.4009,0.3992,0.1334,0.0017,spectral2,31.4
llama-3.1-8b,"layers.24.mlp.up_proj (14336, 4096)",8x64,h1.5,12.1408,13.4769,4.0706,4.0607,33.4429,41.9102,heade0,mse,0.5646,0.5554,0.0095,0.0005,0.99,21.2276,4.4466,7.7943,7.7546,0.2095,0.3672,0.3653,0.1577,0.0019,marginal,31.2
llama-3.1-8b,"layers.24.mlp.up_proj (14336, 4096)",8x64,h3,1.2824,4.4305,0.332,1.1578,4.3352,16.905,heade0,mse,0.5646,0.5554,0.0095,0.0005,0.99,21.2276,0.9298,4.4487,4.4959,0.0438,0.2096,0.2118,0.1658,-0.0022,marginal,24.6
llama-3.1-8b,"layers.24.mlp.up_proj (14336, 4096)",8x64,h5,0.1389,1.6075,0.0281,0.3682,0.5633,7.979,heade0,mse,0.5646,0.5554,0.0095,0.0005,0.99,21.2276,0.1469,2.8063,2.7888,0.0069,0.1322,0.1314,0.1253,0.0008,spectral2,27.1
llama-3.1-8b,"layers.24.mlp.up_proj (14336, 4096)",8x64,dominance,0.0,0.0,0.0,0.0,0.0,0.0131,heade0,mse,0.5646,0.5554,0.0095,0.0005,0.99,21.2276,0.0,0.0081,0.0,0.0,0.0004,0.0,0.0004,0.0004,identity,12.0
llama-3.1-8b,"layers.24.mlp.down_proj (4096, 14336)",8x64,argmin,26.3082,24.7584,9.7411,8.8644,66.2903,64.4802,heade0,mse,0.5665,0.5519,0.0049,0.0006,0.9945,21.2993,5.8529,6.8241,6.7872,0.2748,0.3204,0.3187,0.0456,0.0017,marginal,23.9
llama-3.1-8b,"layers.24.mlp.down_proj (4096, 14336)",8x64,h1.5,12.546,14.8834,4.1864,4.9379,34.5442,41.6094,heade0,mse,0.5665,0.5519,0.0049,0.0006,0.9945,21.2993,4.6236,5.8832,5.8384,0.2171,0.2762,0.2741,0.0591,0.0021,marginal,21.1
llama-3.1-8b,"layers.24.mlp.down_proj (4096, 14336)",8x64,h3,1.3814,3.1298,0.358,0.8218,4.6692,10.8765,heade0,mse,0.5665,0.5519,0.0049,0.0006,0.9945,21.2993,1.0059,2.4871,2.4632,0.0472,0.1168,0.1156,0.0695,0.0011,marginal,17.8
llama-3.1-8b,"layers.24.mlp.down_proj (4096, 14336)",8x64,h5,0.1601,0.8965,0.032,0.1974,0.6417,3.7903,heade0,mse,0.5665,0.5519,0.0049,0.0006,0.9945,21.2993,0.1678,1.1024,1.093,0.0079,0.0518,0.0513,0.0439,0.0004,marginal,18.6
llama-3.1-8b,"layers.24.mlp.down_proj (4096, 14336)",8x64,dominance,0.0,0.0,0.0,0.0,0.0,0.0,heade0,mse,0.5665,0.5519,0.0049,0.0006,0.9945,21.2993,0.0,0.0,0.0013,0.0,0.0,0.0001,0.0,-0.0001,identity,9.1
