model,tensor,type_block,rule,purity_count_id,purity_count_se,purity_mass_id,purity_mass_se,purity_count_ct,purity_mass_ct,harmed_id,harmed_se,harmmass_id,harmmass_se,elected_id,elected_se,clip,metric,pos_share,rank1_sign_fit,row_share,col_share,resid_share,ceiling_pct_of_mse,identity_mse_cut,search_mse_cut,control_mse_cut,identity,search,control,lift_vs_identity,lift_vs_control,init,seconds
llama-3.1-8b,"layers.0.self_attn.q_proj (4096, 4096)",8x64,h1.5,0.63463,0.64706,0.74412,0.77047,0.64021,0.78412,0.7981,4.2094,0.2971,1.2665,1.8188,10.2234,heade0,mse,0.3764,0.7523,0.0978,0.0144,0.8878,13.7664,0.2822,2.1769,2.7534,0.0205,0.1581,0.2,0.1376,-0.0419,spectral2,7.1
llama-3.1-8b,"layers.0.self_attn.v_proj (1024, 4096)",8x64,h1.5,0.6377,0.65259,0.75246,0.77675,0.6492,0.77273,0.1377,2.2541,0.0531,0.7342,0.354,6.2866,heade0,mse,0.3685,0.7561,0.0155,0.0055,0.979,12.202,0.0424,1.251,1.1518,0.0035,0.1025,0.0944,0.0991,0.0081,spectral2,2.7
llama-3.1-8b,"layers.0.self_attn.o_proj (4096, 4096)",8x64,h1.5,0.58317,0.60592,0.61318,0.67528,0.60151,0.68151,9.5095,15.335,3.2609,4.7073,25.9644,43.5791,heade0,mse,0.5531,0.5807,0.0629,0.0025,0.9346,20.0858,3.5622,6.984,6.9759,0.1773,0.3477,0.3473,0.1704,0.0004,marginal,8.8
llama-3.1-8b,"layers.16.self_attn.q_proj (4096, 4096)",8x64,h1.5,0.58465,0.60825,0.60561,0.67466,0.60285,0.6826,10.9913,15.65,3.4729,4.756,29.9622,44.6259,heade0,mse,0.5567,0.5578,0.0278,0.0019,0.9704,20.4925,3.7678,7.0894,7.5353,0.1839,0.346,0.3677,0.1621,-0.0218,spectral2,9.3
llama-3.1-8b,"layers.16.self_attn.v_proj (1024, 4096)",8x64,h1.5,0.58219,0.6035,0.62345,0.66882,0.59612,0.66204,8.6208,13.4033,3.0102,4.3598,23.6206,38.0005,heade0,mse,0.54,0.5855,0.0238,0.0085,0.9676,19.7914,3.2189,5.7432,5.1992,0.1626,0.2902,0.2627,0.1275,0.0275,spectral1,2.5
llama-3.1-8b,"layers.16.self_attn.o_proj (4096, 4096)",8x64,h1.5,0.58882,0.61193,0.60564,0.67077,0.61131,0.67185,12.8304,17.6115,4.2116,5.4072,35.199,50.4211,heade0,mse,0.5668,0.5588,0.0085,0.0003,0.9911,21.3845,4.966,8.2528,8.2694,0.2322,0.3859,0.3867,0.1537,-0.0008,spectral2,9.1
