model,tensor,type_block,rule,clip,metric,pos_share,rank1_sign_fit,identity,search,control,lift_vs_identity,lift_vs_control,init,seconds
llama-3.1-8b,"layers.28.self_attn.o_proj (4096, 4096)",8x64,h1.5,heade0,mse,0.5649,0.5571,0.2258,0.3706,0.3723,0.1448,-0.0017,marginal,10.1
llama-3.1-8b,"layers.28.self_attn.o_proj (4096, 4096)",32x128,argmin,heade0,mse,0.5649,0.5571,0.1916,0.3095,0.3085,0.1179,0.001,marginal,5.9
llama-3.1-8b,"layers.28.self_attn.o_proj (4096, 4096)",32x128,h1.5,heade0,mse,0.5649,0.5571,0.0604,0.2476,0.252,0.1872,-0.0045,marginal,6.8
llama-3.1-8b,"layers.28.mlp.up_proj (14336, 4096)",8x64,argmin,heade0,mse,0.565,0.5576,0.2695,0.4022,0.4007,0.1328,0.0016,spectral2,32.0
llama-3.1-8b,"layers.28.mlp.up_proj (14336, 4096)",8x64,h1.5,heade0,mse,0.565,0.5576,0.2124,0.3693,0.3671,0.1569,0.0022,marginal,32.9
llama-3.1-8b,"layers.28.mlp.up_proj (14336, 4096)",32x128,argmin,heade0,mse,0.565,0.5576,0.1726,0.3081,0.3069,0.1355,0.0012,spectral2,18.5
llama-3.1-8b,"layers.28.mlp.up_proj (14336, 4096)",32x128,h1.5,heade0,mse,0.565,0.5576,0.043,0.2345,0.2328,0.1915,0.0016,marginal,20.3
llama-3.1-8b,"layers.28.mlp.down_proj (4096, 14336)",8x64,argmin,heade0,mse,0.561,0.5427,0.2559,0.302,0.3006,0.0461,0.0014,marginal,29.2
llama-3.1-8b,"layers.28.mlp.down_proj (4096, 14336)",8x64,h1.5,heade0,mse,0.561,0.5427,0.1986,0.2586,0.2565,0.06,0.002,marginal,25.8
llama-3.1-8b,"layers.28.mlp.down_proj (4096, 14336)",32x128,argmin,heade0,mse,0.561,0.5427,0.154,0.2216,0.2189,0.0677,0.0028,marginal,19.1
llama-3.1-8b,"layers.28.mlp.down_proj (4096, 14336)",32x128,h1.5,heade0,mse,0.561,0.5427,0.0328,0.1443,0.1393,0.1115,0.005,marginal,16.2
