accuracy_difference,ci95_high,ci95_low,clusters,comparator,corpus,dlogppl,effect,family,json_pointer,method,model,p_adjusted,p_raw,raw_ppl_comparator,raw_ppl_method,record_type,scope,selector,source_path,source_sha256,stream_label,windows
,-0.00409404438364893,-0.007205706064587463,53,p20_global_random_2026091402,wiki,-0.005585047441888466,-0.005585047441888466,,/scopes/global/median_random_contrasts/0,n16_k2_reference,llama8b,0.0011998800119988001,0.00019998000199980003,6.8770212421448615,6.8387198094684445,paired_dlogppl,global,,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:global:median_random:llama8b:wiki:n16_k2_reference:p20_global_random_2026091402,141
,-0.0029157710876072944,-0.006518234269520436,231,p20_global_random_2026091402,c4,-0.0045905888822774105,-0.0045905888822774105,,/scopes/global/median_random_contrasts/1,n16_k2_reference,llama8b,0.0011998800119988001,0.00019998000199980003,9.819232799517945,9.77426004329114,paired_dlogppl,global,,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:global:median_random:llama8b:c4:n16_k2_reference:p20_global_random_2026091402,256
,-0.22864583960424725,-0.25175724550717066,53,p20_global_random_2026091404,wiki,-0.23939031689446258,-0.23939031689446258,,/scopes/global/median_random_contrasts/2,n16_k2_reference,qwen4b,0.0011998800119988001,0.00019998000199980003,14.186188171356964,11.16605653908429,paired_dlogppl,global,,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:global:median_random:qwen4b:wiki:n16_k2_reference:p20_global_random_2026091404,146
,-0.11450365534810486,-0.12426883933136693,231,p20_global_random_2026091403,c4,-0.11932814108254299,-0.11932814108254299,,/scopes/global/median_random_contrasts/3,n16_k2_reference,qwen4b,0.0011998800119988001,0.00019998000199980003,17.31231212859725,15.364963054070836,paired_dlogppl,global,,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:global:median_random:qwen4b:c4:n16_k2_reference:p20_global_random_2026091403,256
,-0.003826124715563425,-0.005542280974572588,57,p20_global_random_2026091401,wiki,-0.004685502188044434,-0.004685502188044434,,/scopes/global/median_random_contrasts/4,n16_k2_reference,mistral7b,0.0011998800119988001,0.00019998000199980003,5.522604023936439,5.496788377561922,paired_dlogppl,global,,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:global:median_random:mistral7b:wiki:n16_k2_reference:p20_global_random_2026091401,163
,-0.0010419084913843625,-0.00284247391680719,235,p20_global_random_2026091405,c4,-0.002006548761565905,-0.002006548761565905,,/scopes/global/median_random_contrasts/5,n16_k2_reference,mistral7b,0.0011998800119988001,0.0005999400059994001,8.064302097300756,8.048136905461106,paired_dlogppl,global,,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:global:median_random:mistral7b:c4:n16_k2_reference:p20_global_random_2026091405,256
,-0.00321170407447372,-0.006582126890737231,53,p20_per_module_weight_mse,wiki,-0.00486729523747213,-0.00486729523747213,,/scopes/per_module/deterministic_contrasts/0,n16_k2_reference,llama8b,0.0047995200479952005,0.00019998000199980003,6.872087015976176,6.8387198094684445,paired_dlogppl,per_module,weight_mse,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:per_module:deterministic:llama8b:wiki:n16_k2_reference:p20_per_module_weight_mse,141
,-0.002737528526106676,-0.006335356003662611,53,p20_per_module_magnitude,wiki,-0.004432017204379852,-0.004432017204379852,,/scopes/per_module/deterministic_contrasts/1,n16_k2_reference,llama8b,0.0047995200479952005,0.00019998000199980003,6.869096398378915,6.8387198094684445,paired_dlogppl,per_module,magnitude,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:per_module:deterministic:llama8b:wiki:n16_k2_reference:p20_per_module_magnitude,141
,-0.0021386466449209783,-0.004866700150812428,53,p20_per_module_change_norm,wiki,-0.003450755360273207,-0.003450755360273207,,/scopes/per_module/deterministic_contrasts/2,n16_k2_reference,llama8b,0.0047995200479952005,0.00019998000199980003,6.862359322138201,6.8387198094684445,paired_dlogppl,per_module,change_norm,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:per_module:deterministic:llama8b:wiki:n16_k2_reference:p20_per_module_change_norm,141
,-0.0021756664635877027,-0.005628262803541117,53,p20_per_module_activation_weighted,wiki,-0.0038356085869108384,-0.0038356085869108384,,/scopes/per_module/deterministic_contrasts/3,n16_k2_reference,llama8b,0.0047995200479952005,0.00019998000199980003,6.865000831529778,6.8387198094684445,paired_dlogppl,per_module,activation_weighted,runs/P20_analysis_attempt1/analysis_p20/P20_DENSITY_CONTROL_ANALYSIS.json,317bcc26ef06c21f37fb42fbfb1f874edce3edcc4c3e27ac691a0595067641b0,P20:per_module:deterministic:llama8b:wiki:n16_k2_reference:p20_per_module_activation_weighted,141
