artifact_id,model,draw,campaign,kind,path,sha256,bytes,source_commit,available,schema_verified,reuse_decision,sealed_member
mistral7b/draw2/sequence_manifest,mistral7b,draw2,mixfp4_n16k64_full_validation_20260911T065444Z,sequence_manifest,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw2_attempt1/calibration/calibration_manifest.json,d3b1da2631790a62a9bc114af3dac8b1edbe389c09cf879e18a2bef73d1f0ff7,24783,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw2/calibration_report,mistral7b,draw2,mixfp4_n16k64_full_validation_20260911T065444Z,calibration_report,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw2_attempt1/calibration/calibration_report.json,c2ca6c0220547024bfa9f75ce937b97956e4c2c525f58557205066729786e57f,294408,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw2/moments,mistral7b,draw2,mixfp4_n16k64_full_validation_20260911T065444Z,moments,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw2_attempt1/calibration/moments/moments_full.pt,0a7af53e0e470457a1e740ded1f6383edd6ce5d91bfaaa5a7f9eac8d8a807a96,818561333,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw2/ce_kl_map,mistral7b,draw2,mixfp4_n16k64_full_validation_20260911T065444Z,ce_kl_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw2_attempt1/maps/mistral7b_draw2_n16_k3.mixfp4map,76395eb8e9b9f801463c096640a755f4c4247a1154ac5576425648f06fdba89c,879377,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw2/ce_only_map,mistral7b,draw2,mixfp4_n16k64_full_validation_20260911T065444Z,ce_only_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw2_attempt1/maps/mistral7b_draw2_n16_k3_ce_only.mixfp4map,ced3de029138ec24919d7c5744f954932c0f12dd0fb5d181569f26200c90fd26,879615,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw2/kl_only_map,mistral7b,draw2,mixfp4_n16k64_full_validation_20260911T065444Z,kl_only_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw2_attempt1/maps/mistral7b_draw2_n16_k3_kl_only.mixfp4map,3f2a9d50a2202dd793e042ffc4b4a411cdd887a62e7dc7b271ccb8dfe86a2c15,879629,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw3/sequence_manifest,mistral7b,draw3,mixfp4_n16k64_full_validation_20260911T065444Z,sequence_manifest,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw3_attempt1/calibration/calibration_manifest.json,a86d8ad56d4aa7a746a86407e964318832a945d506e58639f20dca2f6d4f0198,24803,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw3/calibration_report,mistral7b,draw3,mixfp4_n16k64_full_validation_20260911T065444Z,calibration_report,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw3_attempt1/calibration/calibration_report.json,c26ba8f95c8b05675dc1e44bf5637dd769c23ab7f7b4d0250412cddac51ebbc7,294073,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw3/moments,mistral7b,draw3,mixfp4_n16k64_full_validation_20260911T065444Z,moments,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw3_attempt1/calibration/moments/moments_full.pt,066023109b4a7a7d3e7b26b58f0cfb42f3845e1991fd9fbfae9fe320d9719dcf,818561333,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw3/ce_kl_map,mistral7b,draw3,mixfp4_n16k64_full_validation_20260911T065444Z,ce_kl_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw3_attempt1/maps/mistral7b_draw3_n16_k3.mixfp4map,54e16353d5ab2f60a4bb454c83e5e57b50c627da1f7bc1663fd6ed3895884359,879371,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw3/ce_only_map,mistral7b,draw3,mixfp4_n16k64_full_validation_20260911T065444Z,ce_only_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw3_attempt1/maps/mistral7b_draw3_n16_k3_ce_only.mixfp4map,54cd0e799bbb0c9feb0530d20f2a27382bf7506e540b854e1d5ae60b6820823f,879565,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw3/kl_only_map,mistral7b,draw3,mixfp4_n16k64_full_validation_20260911T065444Z,kl_only_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw3_attempt1/maps/mistral7b_draw3_n16_k3_kl_only.mixfp4map,c48dc2e29e58c3a0efca113ec092cf9039c4384f62476477219d96197e363955,879575,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw4/sequence_manifest,mistral7b,draw4,mixfp4_n16k64_full_validation_20260911T065444Z,sequence_manifest,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw4_attempt1/calibration/calibration_manifest.json,1f799771b691790d7f764d815eb704a1099ea94a15846e038eddab4bb15a8248,24788,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw4/calibration_report,mistral7b,draw4,mixfp4_n16k64_full_validation_20260911T065444Z,calibration_report,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw4_attempt1/calibration/calibration_report.json,d1d1fec6beff9b6e8ab619afc760532f46a14297ae0849940f2c20b2ac119689,294277,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw4/moments,mistral7b,draw4,mixfp4_n16k64_full_validation_20260911T065444Z,moments,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw4_attempt1/calibration/moments/moments_full.pt,9b90f2a209cc2e5544dc409c86e1c464e6ce4346e516c0c2c394d74b10e5602e,818561333,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw4/ce_kl_map,mistral7b,draw4,mixfp4_n16k64_full_validation_20260911T065444Z,ce_kl_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw4_attempt1/maps/mistral7b_draw4_n16_k3.mixfp4map,0444ec17c76812327613b82c2ced10f1bd57edb1b8d798c89124a1c8ea0e49cc,879370,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw4/ce_only_map,mistral7b,draw4,mixfp4_n16k64_full_validation_20260911T065444Z,ce_only_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw4_attempt1/maps/mistral7b_draw4_n16_k3_ce_only.mixfp4map,4b386efc2c407147e55e01fc6626f9229bbf4b3a09045dac2e21ec273ec16632,879607,historical per-file source manifests; not current HEAD,True,True,verified input,False
mistral7b/draw4/kl_only_map,mistral7b,draw4,mixfp4_n16k64_full_validation_20260911T065444Z,kl_only_map,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V61_calib_mistral7b_draw4_attempt1/maps/mistral7b_draw4_n16_k3_kl_only.mixfp4map,4896080b7aeafc8776c5b0ba865141fbe0648ae5618d5434063b5d7017065595,879648,historical per-file source manifests; not current HEAD,True,True,verified input,False
