experiment,model,corpus,policy,required,evaluation,map_sha256
boundary,qwen4b,wiki,boundary_part01_selected_band01,True,new_gpu_full,eb0d2393a38646026acef07ccecdf0c3c7c8dfd329a1f10e05e5a885e5c888c0
boundary,qwen4b,wiki,boundary_part01_selected_band02,True,new_gpu_full,b350fd25a1332593829e364f56b50a3c0dbe319edba0c074764b2573f5021e23
boundary,qwen4b,wiki,boundary_part01_selected_band03,True,new_gpu_full,79caaf299b77f846852ccf35849c6a46e401d34be60ab5fd25514212aaab5437
boundary,qwen4b,wiki,boundary_part01_selected_band04,True,new_gpu_full,774c1e370910b318f6b81001c30d5cda4300f86852f66325ac47f6a2169b6398
boundary,qwen4b,wiki,boundary_part02_rejected_band01,True,new_gpu_full,23e29c4bd57f9c3f1820af01c0978bb90c58cbfa5a5dfe3734f85faf9965ef21
boundary,qwen4b,wiki,boundary_part02_rejected_band02,True,new_gpu_full,9a78f3d4f2e2c7761fc297505f0cde2424c0dc1038ef95d7b0f36f2541599c89
boundary,qwen4b,wiki,boundary_part02_rejected_band03,True,new_gpu_full,7d06883c158aa119d927f2de2d825663a8e3c64dc8cb4aeac8097f5f6f0239bd
boundary,qwen4b,wiki,boundary_part02_rejected_band04,True,new_gpu_full,7a2a850007b203fb5347b10fbac0ae2d8cb900d27c8687ec07bb2c5a3cf15382
boundary,qwen4b,wiki,boundary_part02_selected_band01,True,new_gpu_full,674d7bebd0f30a5485d449d66f5db0fe767cb10886d29d105678c4ce0e60416f
boundary,qwen4b,wiki,boundary_part02_selected_band02,True,new_gpu_full,c50eae3fef43b3e09895c2713e5050ad5e51e673a42cb192013dbbe3f11cc6ac
boundary,qwen4b,wiki,boundary_part02_selected_band03,True,new_gpu_full,58fa8968957a93a91bcae5f2e8b3c936d1c1240b677f6dbb3790b8f453621001
boundary,qwen4b,wiki,boundary_part02_selected_band04,True,new_gpu_full,3bb63a2a9fdf5245227b2272a4518e928e067077382370d2970550b39b8f89a1
boundary,qwen4b,wiki,boundary_part03_rejected_band01,True,new_gpu_full,ee6d3532631df3b9e485b1aaa954070720660fec9e8b7c74247cb4c30a418090
boundary,qwen4b,wiki,boundary_part03_rejected_band02,True,new_gpu_full,fc9d39d4ac611504d71d4619d90d1ca71528da19ba73543eb70779cc3aed46da
boundary,qwen4b,wiki,boundary_part03_rejected_band03,True,new_gpu_full,b1c3be28a173ac86420a94d39aba309978d0682b7e2abdacd096827768d2033a
boundary,qwen4b,wiki,boundary_part03_rejected_band04,True,new_gpu_full,7bd632983ac0a92d4d6482adba9f7a28700e99acf7d629e1178020eaba51ad2c
boundary,qwen4b,wiki,boundary_part03_selected_band01,True,new_gpu_full,8d2faca28e7f9eecb65c74afaf0cbb579797b85bb9166f2a3462bcaea90f2f51
boundary,qwen4b,wiki,boundary_part03_selected_band02,True,new_gpu_full,1b45a5db839d5f82dead7b1be6fa289cd6e15b3cffb3f6c2668858b454625215
boundary,qwen4b,wiki,boundary_part03_selected_band03,True,new_gpu_full,06e9bede0911afe9fca52db2bb36c2b8bf87f65c87885465e59733eedc492384
boundary,qwen4b,wiki,boundary_part03_selected_band04,True,new_gpu_full,37a59dd79c5531b4e386564fcfdec4296c11cd0035d2ca48180c2906012d26a5
boundary,qwen4b,wiki,boundary_part04_rejected_band01,True,new_gpu_full,e3aa02164a86df2c366cabe0a2beb8fc2a71fa834abc1601c26102def7d0b590
boundary,qwen4b,wiki,boundary_part04_rejected_band02,True,new_gpu_full,902bd9fc15ac1a6447068d8a75d61b9dbee23be891c70cc03b557b7ce296e457
boundary,qwen4b,wiki,boundary_part04_rejected_band03,True,new_gpu_full,3b8b225f36c1f3f97442ec6c5eb61ce7e2c2a402c2c2b228da9242f5df3b4e88
boundary,qwen4b,wiki,boundary_part04_rejected_band04,True,new_gpu_full,ea8db812c081850a56e86db8607926953c77314ba3bc57128f6fa71b52455c66
boundary,qwen4b,wiki,boundary_part04_selected_band01,True,new_gpu_full,f0d2b315eb00c4ef84004cec4981e10bc5e7afd9a228a49cb477b7ba983f3a99
boundary,qwen4b,wiki,boundary_part04_selected_band02,True,new_gpu_full,cadf66b8002f376de9115be5a1a7cefaa9b0987619967d9351099cad8aebfa60
boundary,qwen4b,wiki,boundary_part04_selected_band03,True,new_gpu_full,a3f036dbbaabc835a71b58b7fe1a05d248bbb4e3e7f2010b1bd6d497e7dff8ad
boundary,qwen4b,wiki,boundary_part04_selected_band04,True,new_gpu_full,1a084644d1ac61d545c1ba5fbba499ba62d9b7020b853f6b0219bbab0023cfae
corruption,qwen4b,wiki,corruption_near_pool01_p010,True,new_gpu_full,3de68efad1b3181d2560d471fb9d5e152e6b650a719068da12c760682ac403fd
corruption,qwen4b,wiki,corruption_near_pool01_p025,True,new_gpu_full,e7e97562c54c5538a40009487968de2748aa68c918a1683d9a0e6df9261b3873
corruption,qwen4b,wiki,corruption_near_pool01_p050,True,new_gpu_full,c998d2a07e6f027c878b4c8b36fda1fca376324847877797a7bb537311c5adbd
corruption,qwen4b,wiki,corruption_near_pool01_p075,True,new_gpu_full,74d75226add08551d44be27b836cb0d974e2beadc3a067b5644547ddb6f8869e
corruption,qwen4b,wiki,corruption_near_pool01_p100,True,new_gpu_full,29d002ca7d47a3cbdafb7724625e340fc85de1e98a6352a39e8d820c26670a87
corruption,qwen4b,wiki,corruption_near_pool02_p010,True,new_gpu_full,642f63c3700f10a07c33b3284932514281076c1e0fb84a3a43c4aeb93324508e
corruption,qwen4b,wiki,corruption_near_pool02_p025,True,new_gpu_full,61a52a320c99dbdac38fd418461bc7fa264a070a3edb93d578c21e6787150648
corruption,qwen4b,wiki,corruption_near_pool02_p050,True,new_gpu_full,89a01260a148c75d3467d500df32cd959532ccaf1a4490a2e7163159ca991886
corruption,qwen4b,wiki,corruption_near_pool02_p075,True,new_gpu_full,80fee5f3da229e66059eefac406db9a181899a4e672704a3e8dbde0d84402384
corruption,qwen4b,wiki,corruption_near_pool02_p100,True,new_gpu_full,6321771412815920d2821db045955d286eef2d88fa6dfa8ab0e885357f1e91d7
corruption,qwen4b,wiki,corruption_near_pool03_p010,True,new_gpu_full,0eec59a806d09aed54ceb58cc08a81022dcfa7cffe3b5818ec54e35b7e8b1e90
corruption,qwen4b,wiki,corruption_near_pool03_p025,True,new_gpu_full,fb4678afc67970ef91a6796a080fb75df48798cfaed97ffeae8eec3bfcba1f34
corruption,qwen4b,wiki,corruption_near_pool03_p050,True,new_gpu_full,935d80bee885dc8b0cc1747bb54e94b6013a38259015934a51fab62d2a67a3e6
corruption,qwen4b,wiki,corruption_near_pool03_p075,True,new_gpu_full,dbd62b895a0c7bd3033947917a92148bb08f26ca86de3c91d8f3ddbc821af0f2
corruption,qwen4b,wiki,corruption_near_pool03_p100,True,new_gpu_full,ba52f8b1ceb97b1f5d2e30022188606fd10ed2c60ebebcf399271507813d9b61
corruption,qwen4b,wiki,corruption_near_pool04_p010,True,new_gpu_full,13eb5c2d34c2a46083aeaa4f2552c3133281de574e487ade7d88f78a3af80db9
corruption,qwen4b,wiki,corruption_near_pool04_p025,True,new_gpu_full,a10ba4ddf94b23605edcd048b060682c9bd8afc2a0250dd71ec76ad5beafccd2
corruption,qwen4b,wiki,corruption_near_pool04_p050,True,new_gpu_full,6fbdfd1294e9326ec39cde24efab40212947896542ae9414748f0ce4a0ccba8f
corruption,qwen4b,wiki,corruption_near_pool04_p075,True,new_gpu_full,c60abb01ba2b4234b7c61fb87a375ca88972d1755d8a4e79d3f81f26d28bdc5e
corruption,qwen4b,wiki,corruption_near_pool04_p100,True,new_gpu_full,9aab9d216beef5a583ba19802b25580b6c97b81355e7eb5bc9132831e82cd3b8
corruption,qwen4b,wiki,corruption_random_pool01_p050,True,new_gpu_full,617cdd16ba6eb7742b37b98d926c1a177e5eca0f3d10bc917f4b286b00cda79f
corruption,qwen4b,wiki,corruption_random_pool02_p050,True,new_gpu_full,d56d1fae72efb57fead8631d8ad7c1de3d3ae723d5f90c39e076acc73efa761a
corruption,qwen4b,wiki,corruption_random_pool03_p050,True,new_gpu_full,12097f985409a883033a7e6f513f390d2b4e2046a8dc6f613fcc15fb0ba1b2ba
corruption,qwen4b,wiki,corruption_random_pool04_p050,True,new_gpu_full,450b83070e0b298e1542a3228ae21ddf2f541ba89e694936d1225ba8dab16d51
anchor,qwen4b,wiki,four_over_six,True,verified_reuse,non-map-baseline
anchor,qwen4b,wiki,corruption_p000_anchor,True,verified_reuse,1a274abf944d8b9cb6aaf25e8e24ea9cdbee4b87ef5c7fb31e2e004fa2efbbb4
boundary,mistral7b,c4,boundary_part01_rejected_band01,True,new_gpu_full,747aafd2d12de70d754afc29e2ff0f779f32579a2206874219090279d391ed82
boundary,mistral7b,c4,boundary_part01_rejected_band02,True,new_gpu_full,3b114e4339a55a2631f9afcf25192a0086b2789ffd137af87d2d1a3636960d04
boundary,mistral7b,c4,boundary_part01_rejected_band03,True,new_gpu_full,3c8bb2a17cd2e348dc3a5f48fe70b67b2bd1552d84dd8a6e6766a867f4d250db
boundary,mistral7b,c4,boundary_part01_rejected_band04,True,new_gpu_full,86ccd8539e56b571543ab671d1fca3516a4faf7112c36604c6f234cf104a28e7
boundary,mistral7b,c4,boundary_part01_selected_band01,True,new_gpu_full,401c50f11c647f15926020e4a974bd9d11c41e36a50d785538200f942c73a1fd
boundary,mistral7b,c4,boundary_part01_selected_band02,True,new_gpu_full,ef3797767376b776ecef169319c507a14bb8b501d8c3ee5e93466a545b354986
boundary,mistral7b,c4,boundary_part01_selected_band03,True,new_gpu_full,95c9f3fa07d44e17698fdd4d3947e4080d111e3a69bdbac155ed503c45b1bdce
boundary,mistral7b,c4,boundary_part01_selected_band04,True,new_gpu_full,a824e026ab5d94bae94632845f5c3fcc6466fe77cb03d1b9ee997eb0dda65e57
boundary,mistral7b,c4,boundary_part02_rejected_band01,True,new_gpu_full,01d53aeac79881f102364a4a7acabbd5a7ad6ea3197ed4f9a42cbb7bdd7d3a67
boundary,mistral7b,c4,boundary_part02_rejected_band02,True,new_gpu_full,f9ecbc9ec85153ee77209f3b97dc35cfc97ee560dc6ac106de9fad7997b4d0a4
boundary,mistral7b,c4,boundary_part02_rejected_band03,True,new_gpu_full,394432a1a862e2af153e67f951801a5565a5ac4aeeb54334af6ee50e3a3f1006
boundary,mistral7b,c4,boundary_part02_rejected_band04,True,new_gpu_full,e5bfdc592c2194d5f822d782a1b82202f5a602d6de4af35e08fb875350470763
boundary,mistral7b,c4,boundary_part02_selected_band01,True,new_gpu_full,51324a098bb4719e8535e3ad41759b21254eaeb7120f6fe06cdc9a7492adbd3f
boundary,mistral7b,c4,boundary_part02_selected_band02,True,new_gpu_full,333b91b0f81a993f54a9ca557a9c41ff0ca8f127b3de00f497df13b3e72a55dc
boundary,mistral7b,c4,boundary_part02_selected_band03,True,new_gpu_full,5ff4715de0868306db866b88039031c9b2517ab42d9a5c4d0403bb803a565ba7
boundary,mistral7b,c4,boundary_part02_selected_band04,True,new_gpu_full,31ee2406eb84e67a7567c79e381f1523ba45d4b78e89e6dc9c6049b7e7ef0382
boundary,mistral7b,c4,boundary_part03_rejected_band01,True,new_gpu_full,eb3d998ed6d506e85b851968c91a0c460b16cd191b9a9206877c2b5fc9a43fc8
boundary,mistral7b,c4,boundary_part03_rejected_band02,True,new_gpu_full,f8b75cec67eccf6d0203d3939da2e28313fa576db7620ee052a4246b3d0d760e
boundary,mistral7b,c4,boundary_part03_rejected_band03,True,new_gpu_full,b873c2e813a49a9941f1761b24f037f7f439e66eb38bcce5a8c4646053ccfdb2
boundary,mistral7b,c4,boundary_part03_rejected_band04,True,new_gpu_full,f76882a11b3c8888c4658021fd1abe9134ce409e77476ecb8d2c19fee5a35759
boundary,mistral7b,c4,boundary_part03_selected_band01,True,new_gpu_full,c16c1b188839464ac3aaec2a28cf4866a04484c54de646fed5e2429761423579
boundary,mistral7b,c4,boundary_part03_selected_band02,True,new_gpu_full,57c80a4ddcc6aaf8ecb0c5cb7913a68d7631f6645b5ece069b2b7840712f51e5
boundary,mistral7b,c4,boundary_part03_selected_band03,True,new_gpu_full,2c562c279cb7f3f9574ab1997ab05db1b1290084eacd56c4568507c4246807b4
boundary,mistral7b,c4,boundary_part03_selected_band04,True,new_gpu_full,cf2cc50a766d4f49f200fb168558517b18854201a9d98b85ab6b7c2fc1265cab
boundary,mistral7b,c4,boundary_part04_rejected_band01,True,new_gpu_full,f9d785540124ce51329f742cf3035a269a16e3fa1e55d195dc185a9393c3b1eb
boundary,mistral7b,c4,boundary_part04_rejected_band02,True,new_gpu_full,26cafcc103d9322ef207d26f0cab97d81fb1d601f7ff7bd4be05920a624222b1
boundary,mistral7b,c4,boundary_part04_rejected_band03,True,new_gpu_full,c2af5c407222e6f98925d7d65d2cefa11e895ee3e1d8f640da8af170cd3681c6
boundary,mistral7b,c4,boundary_part04_rejected_band04,True,new_gpu_full,ddf3215b12673e31ccfd7074778764ac7269a5106b3a6a15f8f76c150eab78c3
boundary,mistral7b,c4,boundary_part04_selected_band01,True,new_gpu_full,14e25ae6b23c807b3fcddc8a3517aecdc41af9307007f8b7dd76467cb1e7f9c2
boundary,mistral7b,c4,boundary_part04_selected_band02,True,new_gpu_full,328a459ca5c2a20daf248abab6b8b69dfd8fcac68893c3ce440681e4c7d946df
boundary,mistral7b,c4,boundary_part04_selected_band03,True,new_gpu_full,04ea0db055fc3752a02c54a7d006a215fc524adad36838340644af537e7d5e2a
boundary,mistral7b,c4,boundary_part04_selected_band04,True,new_gpu_full,ef6f31d1d2a864f791d37e9c38991faecb83aed027ea0185ddffbf253a0d7ba0
corruption,mistral7b,c4,corruption_near_pool01_p010,True,new_gpu_full,352a7985141862ba98144154c5771e06b38c0388c6ec1f3296258b8690bfa316
corruption,mistral7b,c4,corruption_near_pool01_p025,True,new_gpu_full,18976a284a1a67339fa3f3babfccccf89b4ab9f0d22879782faf2ea7cf14f5e0
corruption,mistral7b,c4,corruption_near_pool01_p050,True,new_gpu_full,393eb5808f51a57e8245893b18627b7a62affde98b4ec775c64df9e4e3285039
corruption,mistral7b,c4,corruption_near_pool01_p075,True,new_gpu_full,f50bf32dd8147538b411d81c633e178a3cf8aa1a4b70e86098b50b44f79d057c
corruption,mistral7b,c4,corruption_near_pool01_p100,True,new_gpu_full,bb00ad1b90e6b13015080fbecf5a53fb65e1e62f36a998445f1caa107130de4f
corruption,mistral7b,c4,corruption_near_pool02_p010,True,new_gpu_full,f3d4281b1714d804072db5855c056a087e607a7cb32359d5a4fd1dc568fe2a3b
corruption,mistral7b,c4,corruption_near_pool02_p025,True,new_gpu_full,d7082a81839c29d4e64a92855b67e3ae1113fc1dc9a91af0c96b4e89750e7ff5
corruption,mistral7b,c4,corruption_near_pool02_p050,True,new_gpu_full,31c51969c411f477f4cf5b5a7a7236d2b50d1440cc75b2d6dd298ac1ea9e53d9
corruption,mistral7b,c4,corruption_near_pool02_p075,True,new_gpu_full,32e59e1d2dbea729face9a83c47db289162da962aded98ad13e8a1f9a2f76848
corruption,mistral7b,c4,corruption_near_pool02_p100,True,new_gpu_full,3b8cf34d0cae1b3b0e641d0f202aa09919b4c47c86c654bc1218df63fd12cbc9
corruption,mistral7b,c4,corruption_near_pool03_p010,True,new_gpu_full,92257a492019878470ae2f982ddafcde2f34a7a77902fe583b6aa76ceb87e459
corruption,mistral7b,c4,corruption_near_pool03_p025,True,new_gpu_full,5693bd45285c4b1cab7749c71e022574cdb39bab3d159bcdf58daec689009427
corruption,mistral7b,c4,corruption_near_pool03_p050,True,new_gpu_full,b3c359d2aa6c4d0d678d17386c897b4c38812ca0d92a041a39883834711e2698
corruption,mistral7b,c4,corruption_near_pool03_p075,True,new_gpu_full,87cb3248dc7ef14e1a781b0167e6776fa76c3e70448b32893b322e7e4435d293
corruption,mistral7b,c4,corruption_near_pool03_p100,True,new_gpu_full,9bd088ca0fc96be516ce5d4bedeff38485d8547704b6a203698b565bc9b8a029
corruption,mistral7b,c4,corruption_near_pool04_p010,True,new_gpu_full,f322987e3a641ed1d471edea8a7a2b9b80b6cfef7fc6983b81ce77107cac487d
corruption,mistral7b,c4,corruption_near_pool04_p025,True,new_gpu_full,3ade9824a2c0d5a71066232add766226e495d0f1e55bb1666f742b3fa2115cde
corruption,mistral7b,c4,corruption_near_pool04_p050,True,new_gpu_full,f72cdb0697734fbbf1b678408a094601805515d7c3d0488cdab26ed6d2162eb5
corruption,mistral7b,c4,corruption_near_pool04_p075,True,new_gpu_full,ee45f302bd39209af79523521d96ff191a5b03b79fe257136c78c6cfa00e50aa
corruption,mistral7b,c4,corruption_near_pool04_p100,True,new_gpu_full,eff085cecd96aa2b8abc6a46d5a2a3ca68d56fc68de951fc4358c09730c6c6fd
corruption,mistral7b,c4,corruption_random_pool01_p050,True,new_gpu_full,3247eaa0caf95f314769325c251d8359e89d612e2885d1d7434e2544000eb84e
corruption,mistral7b,c4,corruption_random_pool02_p050,True,new_gpu_full,4aea639b8f02e2945c3fa260be9115de58a8047581fd2632fdd0298d7acfd4d4
corruption,mistral7b,c4,corruption_random_pool03_p050,True,new_gpu_full,f9826e838a00cd4574d9d04a0c703eec9c530df6a69f26737df8524eb2870fc9
corruption,mistral7b,c4,corruption_random_pool04_p050,True,new_gpu_full,f9fa107706f01e806181691646b0dfd463f8d76b18386cc5b1625aa2ebbdf7b9
anchor,mistral7b,c4,four_over_six,True,verified_reuse,non-map-baseline
anchor,mistral7b,c4,corruption_p000_anchor,True,verified_reuse,a151c41ed3d5ba9df05a19ec0c968176286a65203de21416d33a23b8c3a645de
boundary,mistral7b,wiki,boundary_part01_rejected_band01,True,new_gpu_full,747aafd2d12de70d754afc29e2ff0f779f32579a2206874219090279d391ed82
boundary,mistral7b,wiki,boundary_part01_rejected_band02,True,new_gpu_full,3b114e4339a55a2631f9afcf25192a0086b2789ffd137af87d2d1a3636960d04
boundary,mistral7b,wiki,boundary_part01_rejected_band03,True,new_gpu_full,3c8bb2a17cd2e348dc3a5f48fe70b67b2bd1552d84dd8a6e6766a867f4d250db
boundary,mistral7b,wiki,boundary_part01_rejected_band04,True,new_gpu_full,86ccd8539e56b571543ab671d1fca3516a4faf7112c36604c6f234cf104a28e7
boundary,mistral7b,wiki,boundary_part01_selected_band01,True,new_gpu_full,401c50f11c647f15926020e4a974bd9d11c41e36a50d785538200f942c73a1fd
boundary,mistral7b,wiki,boundary_part01_selected_band02,True,new_gpu_full,ef3797767376b776ecef169319c507a14bb8b501d8c3ee5e93466a545b354986
boundary,mistral7b,wiki,boundary_part01_selected_band03,True,new_gpu_full,95c9f3fa07d44e17698fdd4d3947e4080d111e3a69bdbac155ed503c45b1bdce
boundary,mistral7b,wiki,boundary_part01_selected_band04,True,new_gpu_full,a824e026ab5d94bae94632845f5c3fcc6466fe77cb03d1b9ee997eb0dda65e57
boundary,mistral7b,wiki,boundary_part02_rejected_band01,True,new_gpu_full,01d53aeac79881f102364a4a7acabbd5a7ad6ea3197ed4f9a42cbb7bdd7d3a67
boundary,mistral7b,wiki,boundary_part02_rejected_band02,True,new_gpu_full,f9ecbc9ec85153ee77209f3b97dc35cfc97ee560dc6ac106de9fad7997b4d0a4
boundary,mistral7b,wiki,boundary_part02_rejected_band03,True,new_gpu_full,394432a1a862e2af153e67f951801a5565a5ac4aeeb54334af6ee50e3a3f1006
boundary,mistral7b,wiki,boundary_part02_rejected_band04,True,new_gpu_full,e5bfdc592c2194d5f822d782a1b82202f5a602d6de4af35e08fb875350470763
boundary,mistral7b,wiki,boundary_part02_selected_band01,True,new_gpu_full,51324a098bb4719e8535e3ad41759b21254eaeb7120f6fe06cdc9a7492adbd3f
boundary,mistral7b,wiki,boundary_part02_selected_band02,True,new_gpu_full,333b91b0f81a993f54a9ca557a9c41ff0ca8f127b3de00f497df13b3e72a55dc
boundary,mistral7b,wiki,boundary_part02_selected_band03,True,new_gpu_full,5ff4715de0868306db866b88039031c9b2517ab42d9a5c4d0403bb803a565ba7
boundary,mistral7b,wiki,boundary_part02_selected_band04,True,new_gpu_full,31ee2406eb84e67a7567c79e381f1523ba45d4b78e89e6dc9c6049b7e7ef0382
boundary,mistral7b,wiki,boundary_part03_rejected_band01,True,new_gpu_full,eb3d998ed6d506e85b851968c91a0c460b16cd191b9a9206877c2b5fc9a43fc8
boundary,mistral7b,wiki,boundary_part03_rejected_band02,True,new_gpu_full,f8b75cec67eccf6d0203d3939da2e28313fa576db7620ee052a4246b3d0d760e
boundary,mistral7b,wiki,boundary_part03_rejected_band03,True,new_gpu_full,b873c2e813a49a9941f1761b24f037f7f439e66eb38bcce5a8c4646053ccfdb2
boundary,mistral7b,wiki,boundary_part03_rejected_band04,True,new_gpu_full,f76882a11b3c8888c4658021fd1abe9134ce409e77476ecb8d2c19fee5a35759
boundary,mistral7b,wiki,boundary_part03_selected_band01,True,new_gpu_full,c16c1b188839464ac3aaec2a28cf4866a04484c54de646fed5e2429761423579
boundary,mistral7b,wiki,boundary_part03_selected_band02,True,new_gpu_full,57c80a4ddcc6aaf8ecb0c5cb7913a68d7631f6645b5ece069b2b7840712f51e5
boundary,mistral7b,wiki,boundary_part03_selected_band03,True,new_gpu_full,2c562c279cb7f3f9574ab1997ab05db1b1290084eacd56c4568507c4246807b4
boundary,mistral7b,wiki,boundary_part03_selected_band04,True,new_gpu_full,cf2cc50a766d4f49f200fb168558517b18854201a9d98b85ab6b7c2fc1265cab
boundary,mistral7b,wiki,boundary_part04_rejected_band01,True,new_gpu_full,f9d785540124ce51329f742cf3035a269a16e3fa1e55d195dc185a9393c3b1eb
boundary,mistral7b,wiki,boundary_part04_rejected_band02,True,new_gpu_full,26cafcc103d9322ef207d26f0cab97d81fb1d601f7ff7bd4be05920a624222b1
boundary,mistral7b,wiki,boundary_part04_rejected_band03,True,new_gpu_full,c2af5c407222e6f98925d7d65d2cefa11e895ee3e1d8f640da8af170cd3681c6
boundary,mistral7b,wiki,boundary_part04_rejected_band04,True,new_gpu_full,ddf3215b12673e31ccfd7074778764ac7269a5106b3a6a15f8f76c150eab78c3
boundary,mistral7b,wiki,boundary_part04_selected_band01,True,new_gpu_full,14e25ae6b23c807b3fcddc8a3517aecdc41af9307007f8b7dd76467cb1e7f9c2
boundary,mistral7b,wiki,boundary_part04_selected_band02,True,new_gpu_full,328a459ca5c2a20daf248abab6b8b69dfd8fcac68893c3ce440681e4c7d946df
boundary,mistral7b,wiki,boundary_part04_selected_band03,True,new_gpu_full,04ea0db055fc3752a02c54a7d006a215fc524adad36838340644af537e7d5e2a
boundary,mistral7b,wiki,boundary_part04_selected_band04,True,new_gpu_full,ef6f31d1d2a864f791d37e9c38991faecb83aed027ea0185ddffbf253a0d7ba0
corruption,mistral7b,wiki,corruption_near_pool01_p010,True,new_gpu_full,352a7985141862ba98144154c5771e06b38c0388c6ec1f3296258b8690bfa316
corruption,mistral7b,wiki,corruption_near_pool01_p025,True,new_gpu_full,18976a284a1a67339fa3f3babfccccf89b4ab9f0d22879782faf2ea7cf14f5e0
corruption,mistral7b,wiki,corruption_near_pool01_p050,True,new_gpu_full,393eb5808f51a57e8245893b18627b7a62affde98b4ec775c64df9e4e3285039
corruption,mistral7b,wiki,corruption_near_pool01_p075,True,new_gpu_full,f50bf32dd8147538b411d81c633e178a3cf8aa1a4b70e86098b50b44f79d057c
corruption,mistral7b,wiki,corruption_near_pool01_p100,True,new_gpu_full,bb00ad1b90e6b13015080fbecf5a53fb65e1e62f36a998445f1caa107130de4f
corruption,mistral7b,wiki,corruption_near_pool02_p010,True,new_gpu_full,f3d4281b1714d804072db5855c056a087e607a7cb32359d5a4fd1dc568fe2a3b
corruption,mistral7b,wiki,corruption_near_pool02_p025,True,new_gpu_full,d7082a81839c29d4e64a92855b67e3ae1113fc1dc9a91af0c96b4e89750e7ff5
corruption,mistral7b,wiki,corruption_near_pool02_p050,True,new_gpu_full,31c51969c411f477f4cf5b5a7a7236d2b50d1440cc75b2d6dd298ac1ea9e53d9
corruption,mistral7b,wiki,corruption_near_pool02_p075,True,new_gpu_full,32e59e1d2dbea729face9a83c47db289162da962aded98ad13e8a1f9a2f76848
corruption,mistral7b,wiki,corruption_near_pool02_p100,True,new_gpu_full,3b8cf34d0cae1b3b0e641d0f202aa09919b4c47c86c654bc1218df63fd12cbc9
corruption,mistral7b,wiki,corruption_near_pool03_p010,True,new_gpu_full,92257a492019878470ae2f982ddafcde2f34a7a77902fe583b6aa76ceb87e459
corruption,mistral7b,wiki,corruption_near_pool03_p025,True,new_gpu_full,5693bd45285c4b1cab7749c71e022574cdb39bab3d159bcdf58daec689009427
corruption,mistral7b,wiki,corruption_near_pool03_p050,True,new_gpu_full,b3c359d2aa6c4d0d678d17386c897b4c38812ca0d92a041a39883834711e2698
corruption,mistral7b,wiki,corruption_near_pool03_p075,True,new_gpu_full,87cb3248dc7ef14e1a781b0167e6776fa76c3e70448b32893b322e7e4435d293
corruption,mistral7b,wiki,corruption_near_pool03_p100,True,new_gpu_full,9bd088ca0fc96be516ce5d4bedeff38485d8547704b6a203698b565bc9b8a029
corruption,mistral7b,wiki,corruption_near_pool04_p010,True,new_gpu_full,f322987e3a641ed1d471edea8a7a2b9b80b6cfef7fc6983b81ce77107cac487d
corruption,mistral7b,wiki,corruption_near_pool04_p025,True,new_gpu_full,3ade9824a2c0d5a71066232add766226e495d0f1e55bb1666f742b3fa2115cde
corruption,mistral7b,wiki,corruption_near_pool04_p050,True,new_gpu_full,f72cdb0697734fbbf1b678408a094601805515d7c3d0488cdab26ed6d2162eb5
corruption,mistral7b,wiki,corruption_near_pool04_p075,True,new_gpu_full,ee45f302bd39209af79523521d96ff191a5b03b79fe257136c78c6cfa00e50aa
corruption,mistral7b,wiki,corruption_near_pool04_p100,True,new_gpu_full,eff085cecd96aa2b8abc6a46d5a2a3ca68d56fc68de951fc4358c09730c6c6fd
corruption,mistral7b,wiki,corruption_random_pool01_p050,True,new_gpu_full,3247eaa0caf95f314769325c251d8359e89d612e2885d1d7434e2544000eb84e
corruption,mistral7b,wiki,corruption_random_pool02_p050,True,new_gpu_full,4aea639b8f02e2945c3fa260be9115de58a8047581fd2632fdd0298d7acfd4d4
corruption,mistral7b,wiki,corruption_random_pool03_p050,True,new_gpu_full,f9826e838a00cd4574d9d04a0c703eec9c530df6a69f26737df8524eb2870fc9
corruption,mistral7b,wiki,corruption_random_pool04_p050,True,new_gpu_full,f9fa107706f01e806181691646b0dfd463f8d76b18386cc5b1625aa2ebbdf7b9
anchor,mistral7b,wiki,four_over_six,True,verified_reuse,non-map-baseline
anchor,mistral7b,wiki,corruption_p000_anchor,True,verified_reuse,a151c41ed3d5ba9df05a19ec0c968176286a65203de21416d33a23b8c3a645de
