model,corpus,partition,side,band,policy,tiles,mean_kappa,absolute_ppl,delta_nll,ci95_low,ci95_high,relative_ppl_change
mistral7b,c4,3,rejected,4,boundary_part03_rejected_band04,978,2.3227779685481327,8.065615176306917,-0.00022250060128714224,-0.0008848150746443638,0.0004299592641358728,-0.0002224758498641252
mistral7b,c4,4,selected,1,boundary_part04_selected_band01,978,6.129499497294464,8.05543966420633,-0.001484888646310648,-0.002145931500615335,-0.0008223381392687864,-0.0014837867446325888
mistral7b,c4,4,selected,2,boundary_part04_selected_band02,978,4.468474649330618,8.062036682135924,-0.0006662718658361621,-0.0013131793502076674,-3.306064848571906e-05,-0.0006660499560233843
mistral7b,c4,4,selected,3,boundary_part04_selected_band03,978,3.693692736297765,8.065271665012299,-0.0002650911045931284,-0.0009371285893811398,0.00038681806551824055,-0.0002650559710508596
mistral7b,c4,4,selected,4,boundary_part04_selected_band04,978,3.1960526704939483,8.06329311260328,-0.0005104387156457817,-0.0013211060111554338,0.00023155469992426611,-0.0005103084639673424
mistral7b,c4,4,rejected,1,boundary_part04_rejected_band01,978,2.8444466097334855,8.066881379145034,-6.552516523184831e-05,-0.0007101731369843806,0.0005768208004364463,-6.552301850509744e-05
mistral7b,c4,4,rejected,2,boundary_part04_rejected_band02,978,2.6104150120695118,8.064811893084235,-0.00032209910787088216,-0.0008963959967479682,0.00029128454042108386,-0.0003220472395223023
mistral7b,c4,4,rejected,3,boundary_part04_rejected_band03,978,2.4487336244750955,8.070371777534788,0.0003670637531308252,-0.00031533343202952484,0.001074277194505427,0.00036713112927378426
mistral7b,c4,4,rejected,4,boundary_part04_rejected_band04,978,2.3227779685481327,8.065615176306917,-0.00022250060128714224,-0.0008897780695678632,0.0004082155134036306,-0.0002224758498641252
mistral7b,wiki,1,selected,1,boundary_part01_selected_band01,978,6.086076477719296,5.512584632359274,-0.001943554280744653,-0.002723206267014114,-0.001211858264451261,-0.0019416668021272913
mistral7b,wiki,1,selected,2,boundary_part01_selected_band02,978,4.446104284996157,5.51526584354231,-0.0014572924762848293,-0.0023887196448413306,-0.0005602632253219249,-0.0014562311412252473
mistral7b,wiki,1,selected,3,boundary_part01_selected_band03,978,3.681040128104203,5.51932479560354,-0.0007216145744882925,-0.00169623166116601,0.00024021111896022906,-0.0007213542733073759
mistral7b,wiki,1,selected,4,boundary_part01_selected_band04,978,3.188240097404207,5.520084405486556,-0.0005839967236804539,-0.0016271993898122014,0.0004036195229287839,-0.0005838262307845319
mistral7b,wiki,1,rejected,1,boundary_part01_rejected_band01,978,2.8444466097334855,5.517788517468168,-0.0009999986232353407,-0.0018265027805286055,-0.00018223277017311007,-0.0009994987912364246
mistral7b,wiki,1,rejected,2,boundary_part01_rejected_band02,978,2.6104150120695118,5.520416494483463,-0.000523838402964178,-0.0015103021689703516,0.00046369958422884237,-0.0005237012235822896
mistral7b,wiki,1,rejected,3,boundary_part01_rejected_band03,978,2.4487336244750955,5.518120835175366,-0.0009397738249560449,-0.001753573372927929,-0.00012224795254060412,-0.0009393323758332814
mistral7b,wiki,1,rejected,4,boundary_part01_rejected_band04,978,2.3227779685481327,5.52162167098559,-0.00030554962532144676,-0.0011545007297718343,0.0005072423710426473,-0.00030550294978869797
mistral7b,wiki,2,selected,1,boundary_part02_selected_band01,978,6.119042953943581,5.511882730025926,-0.002070889654186404,-0.0029800761673710093,-0.0012149954213210524,-0.002068746841637841
mistral7b,wiki,2,selected,2,boundary_part02_selected_band02,978,4.452889859350894,5.514184364264801,-0.001653400035698993,-0.002360458607613361,-0.0009708554099104863,-0.0016520339228740266
mistral7b,wiki,2,selected,3,boundary_part02_selected_band03,978,3.684132655703226,5.51933459842469,-0.0007198384854171199,-0.0015770344798312133,0.0001102989764852484,-0.0007195794638495351
mistral7b,wiki,2,selected,4,boundary_part02_selected_band04,978,3.188473997918598,5.515019934460425,-0.0015018804564814045,-0.0023771248866611746,-0.000642591838392928,-0.0015007531984348572
mistral7b,wiki,2,rejected,1,boundary_part02_rejected_band01,978,2.8444466097334855,5.517788517468168,-0.0009999986232353407,-0.001807684175166399,-0.0001963153343157391,-0.0009994987912364246
mistral7b,wiki,2,rejected,2,boundary_part02_rejected_band02,978,2.6104150120695118,5.520416494483463,-0.000523838402964178,-0.0015208329478695875,0.0004516558161437645,-0.0005237012235822896
mistral7b,wiki,2,rejected,3,boundary_part02_rejected_band03,978,2.4487336244750955,5.518120835175366,-0.0009397738249560449,-0.001739045843414531,-0.0001206127007296943,-0.0009393323758332814
mistral7b,wiki,2,rejected,4,boundary_part02_rejected_band04,978,2.3227779685481327,5.52162167098559,-0.00030554962532144676,-0.0011370465686567697,0.0005101377424651272,-0.00030550294978869797
mistral7b,wiki,3,selected,1,boundary_part03_selected_band01,978,6.128703276005916,5.507589848487146,-0.002850034341078762,-0.0038509552064099986,-0.0019265716031404666,-0.0028459768487855423
mistral7b,wiki,3,selected,2,boundary_part03_selected_band02,978,4.4619574610066755,5.516796179493832,-0.0011798582199956057,-0.0019582579186958743,-0.0004032195051744901,-0.0011791624609452068
mistral7b,wiki,3,selected,3,boundary_part03_selected_band03,978,3.689874968517241,5.516546362553562,-0.0012251422197187705,-0.0020214225570712656,-0.00043341437226895754,-0.0012243920393799788
mistral7b,wiki,3,selected,4,boundary_part03_selected_band04,978,3.19092567713318,5.517933842038579,-0.0009736615035277003,-0.0018875665243678948,-5.1331632863503804e-05,-0.0009731876489697658
mistral7b,wiki,3,rejected,1,boundary_part03_rejected_band01,978,2.8444466097334855,5.517788517468168,-0.0009999986232353407,-0.001812349753736995,-0.0001847683898479065,-0.0009994987912364246
mistral7b,wiki,3,rejected,2,boundary_part03_rejected_band02,978,2.6104150120695118,5.520416494483463,-0.000523838402964178,-0.0015112054585899003,0.0004453218607633425,-0.0005237012235822896
mistral7b,wiki,3,rejected,3,boundary_part03_rejected_band03,978,2.4487336244750955,5.518120835175366,-0.0009397738249560449,-0.0017315323626057055,-0.00012855725148949116,-0.0009393323758332814
mistral7b,wiki,3,rejected,4,boundary_part03_rejected_band04,978,2.3227779685481327,5.52162167098559,-0.00030554962532144676,-0.0011389876941547597,0.000518372760137093,-0.00030550294978869797
mistral7b,wiki,4,selected,1,boundary_part04_selected_band01,978,6.129499497294464,5.510238255975586,-0.0023692848658937215,-0.003206583438801582,-0.0015607940319261476,-0.002366480325861175
mistral7b,wiki,4,selected,2,boundary_part04_selected_band02,978,4.468474649330618,5.514160053426833,-0.0016578088276362538,-0.002641840527705289,-0.0007100044006033427,-0.0016564354216347947
mistral7b,wiki,4,selected,3,boundary_part04_selected_band03,978,3.693692736297765,5.516684229594174,-0.0012001509826629732,-0.002055114549383092,-0.0003614820223538464,-0.0011994310894946783
mistral7b,wiki,4,selected,4,boundary_part04_selected_band04,978,3.1960526704939483,5.519212814979984,-0.0007419036068770778,-0.0015358846279003046,-1.0546162539742935e-05,-0.0007416284644433905
mistral7b,wiki,4,rejected,1,boundary_part04_rejected_band01,978,2.8444466097334855,5.517788517468168,-0.0009999986232353407,-0.0018170948398610173,-0.00019008172875038966,-0.0009994987912364246
mistral7b,wiki,4,rejected,2,boundary_part04_rejected_band02,978,2.6104150120695118,5.520416494483463,-0.000523838402964178,-0.0015189775131051982,0.0004383469127793003,-0.0005237012235822896
mistral7b,wiki,4,rejected,3,boundary_part04_rejected_band03,978,2.4487336244750955,5.518120835175366,-0.0009397738249560449,-0.0017423434668381262,-0.0001465270960972934,-0.0009393323758332814
mistral7b,wiki,4,rejected,4,boundary_part04_rejected_band04,978,2.3227779685481327,5.52162167098559,-0.00030554962532144676,-0.001136963711917259,0.0004911494968670844,-0.00030550294978869797
