key,group,fine,shape,signal,nmse_nvfp4,nmse_nvfp4_4over6,nmse_mixfp4,nmse_mix_4_6,e0m3_mixfp4,e0m3_mix_4_6
model.decoder.layers.22.self_attn.o_proj.weight,attention,o_proj,2816x4096,12453.53125,0.00902416378394494,0.007563195525067564,0.007568072051993912,0.0072614977918693995,0.9165927171707153,0.49391868710517883
model.decoder.layers.22.self_attn.q_proj.weight,attention,q_proj,4096x2816,11015.39453125,0.008942414763730873,0.007565450837446599,0.007820390236001392,0.00736548405401035,0.8106356859207153,0.34738993644714355
model.decoder.layers.22.self_attn.v_proj.weight,attention,v_proj,2048x2816,5703.67236328125,0.008765051316564566,0.007574559303854485,0.008152720450588603,0.0074829270720250226,0.4477095305919647,0.14000356197357178
model.decoder.layers.23.experts.down_proj,moe_experts,expert_down,128x2816x704,494336.27685546875,0.009002743705519681,0.00755592560318348,0.007579039023674317,0.007275733052730421,0.9207934807054698,0.48709079134278
model.decoder.layers.23.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,469489.89599609375,0.009019379943162984,0.007557698548260085,0.007550304319576735,0.007262195281703664,0.9262987491674721,0.5003399602137506
model.decoder.layers.23.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,6836.3583984375,0.008805217894798191,0.007544693944558556,0.008222086388323805,0.007484531354212333,0.5768767595291138,0.13808539509773254
model.decoder.layers.23.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,5694.14111328125,0.00890340871720787,0.007589730282317153,0.008013909550241,0.0074401528357898716,0.6989497542381287,0.2760847210884094
model.decoder.layers.23.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,6828.744140625,0.008901011496526202,0.00755748053058404,0.007994625241539884,0.00742722180940687,0.7319214940071106,0.2629993259906769
model.decoder.layers.23.self_attn.k_proj.weight,attention,k_proj,1024x2816,2854.019287109375,0.008579150059969736,0.007553342927878148,0.00842660530358134,0.007541037471312174,0.20401279628276825,0.036399148404598236
model.decoder.layers.23.self_attn.o_proj.weight,attention,o_proj,2816x8192,25963.90234375,0.008931921275466735,0.007579068563716542,0.008006486695245006,0.00741753542027024,0.7148215770721436,0.2479802966117859
model.decoder.layers.23.self_attn.q_proj.weight,attention,q_proj,8192x2816,24627.48046875,0.00893392941264641,0.007559080913288398,0.007881645557197205,0.007388139588969068,0.8101695775985718,0.32597213983535767
model.decoder.layers.24.experts.down_proj,moe_experts,expert_down,128x2816x704,490111.9099121094,0.009011861014317191,0.007557201129200113,0.007562239306514799,0.007268277889006399,0.9251557276584208,0.4966606996022165
model.decoder.layers.24.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,516281.5617675781,0.009021096468514414,0.007558359763579583,0.007553410883446779,0.00726387652500259,0.92482078820467,0.5002148655476049
model.decoder.layers.24.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,7190.537109375,0.008830989469802842,0.007548262024300873,0.00812723782392902,0.007467636276485072,0.6584882736206055,0.18293732404708862
model.decoder.layers.24.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,6008.201171875,0.008891837784226574,0.0075551206822120414,0.007933122428441724,0.007395005268677352,0.7350206971168518,0.3016529083251953
model.decoder.layers.24.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,7778.2509765625,0.008918398903806926,0.00755111535284872,0.007878322738344561,0.007382450164496131,0.7929580211639404,0.32067838311195374
model.decoder.layers.24.self_attn.k_proj.weight,attention,k_proj,2048x2816,6031.4169921875,0.008862879631449647,0.007556784322762436,0.00784236339048093,0.007380359024223908,0.7683771252632141,0.353515625
model.decoder.layers.24.self_attn.o_proj.weight,attention,o_proj,2816x4096,11800.080078125,0.009038762968124057,0.007560558412441256,0.007537877928157267,0.007250432741493578,0.9239169359207153,0.5060813426971436
model.decoder.layers.24.self_attn.q_proj.weight,attention,q_proj,4096x2816,12186.71484375,0.008939508202291238,0.007537266298045162,0.007778109012391504,0.0073285270140800735,0.8294566869735718,0.37939453125
model.decoder.layers.24.self_attn.v_proj.weight,attention,v_proj,2048x2816,6688.8369140625,0.008828876129866853,0.007554615272771842,0.008017610705270807,0.007430867559661335,0.6299716234207153,0.22061435878276825
model.decoder.layers.25.experts.down_proj,moe_experts,expert_down,128x2816x704,485531.1433105469,0.009015356842404391,0.007558030812999797,0.007541014642176437,0.007258645060148955,0.9287996771745384,0.5108006792142987
model.decoder.layers.25.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,518054.0764160156,0.009024054540063118,0.007558176403284824,0.007525019736014009,0.0072522651295456346,0.9342837622389197,0.5150337964296341
model.decoder.layers.25.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,7286.513671875,0.008842576793667132,0.007553146619631195,0.008131185384023621,0.007472053108569583,0.6661501526832581,0.1859504133462906
model.decoder.layers.25.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,5933.5732421875,0.008914148598522147,0.007574096418247989,0.007962371681172697,0.0074160200407621555,0.732265830039978,0.2902892529964447
model.decoder.layers.25.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,8000.2744140625,0.008958020971204479,0.007557970194747959,0.007874897247024363,0.007383710310657069,0.8003615736961365,0.3209366500377655
model.decoder.layers.25.self_attn.k_proj.weight,attention,k_proj,2048x2816,5312.10107421875,0.008929067645750605,0.007546197977366499,0.007810959644212254,0.007350414807113733,0.8386896848678589,0.4037642180919647
model.decoder.layers.25.self_attn.o_proj.weight,attention,o_proj,2816x4096,11880.13671875,0.009072297622492244,0.00758337547861698,0.007437749480898887,0.007185874469596211,0.940562903881073,0.5361328125
model.decoder.layers.25.self_attn.q_proj.weight,attention,q_proj,4096x2816,10670.634765625,0.008942395449050173,0.0075392166160415785,0.007750806394044696,0.007323378368917325,0.8461470603942871,0.38809481263160706
model.decoder.layers.25.self_attn.v_proj.weight,attention,v_proj,2048x2816,6168.310546875,0.008770930303893863,0.007546164913280613,0.008118098268778646,0.007445585167858019,0.5292081236839294,0.16299717128276825
model.decoder.layers.26.experts.down_proj,moe_experts,expert_down,128x2816x704,482925.1875,0.009012827203048414,0.007558728983246441,0.007553287691068471,0.0072621276001721,0.9240419622510672,0.5013942020013928
model.decoder.layers.26.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,442337.41796875,0.009019225897854052,0.007557677731266082,0.0075531807104144985,0.007263215491058524,0.9250901485793293,0.5008796906331554
model.decoder.layers.26.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,7124.6748046875,0.008782821771984658,0.007543793845374247,0.008156677428362616,0.007472982336638994,0.6328340172767639,0.15952135622501373
model.decoder.layers.26.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,5263.1591796875,0.008900723458685679,0.007555246568543318,0.007993901017724361,0.007414027311333664,0.7058367729187012,0.26368802785873413
model.decoder.layers.26.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,7346.65625,0.008904491179753863,0.007549348863069615,0.007894601609456152,0.00738559634677819,0.7805613279342651,0.30630165338516235
model.decoder.layers.26.self_attn.k_proj.weight,attention,k_proj,2048x2816,5646.19921875,0.008911637248889083,0.007563153537414895,0.007839770812534981,0.0073779540200317965,0.7631392478942871,0.3548473119735718
model.decoder.layers.26.self_attn.o_proj.weight,attention,o_proj,2816x4096,10102.705078125,0.009049641342288237,0.007561995114628372,0.007530484334718521,0.007233845299303926,0.9168146848678589,0.48686081171035767
model.decoder.layers.26.self_attn.q_proj.weight,attention,q_proj,4096x2816,11717.009765625,0.008943445289125435,0.007554520283762138,0.0076666892846087645,0.007300028715722618,0.8509854674339294,0.4261363744735718
model.decoder.layers.26.self_attn.v_proj.weight,attention,v_proj,2048x2816,5991.3642578125,0.008818621741261063,0.007570472778854722,0.008049487109702326,0.007447093830483881,0.5954368114471436,0.22025923430919647
model.decoder.layers.27.experts.down_proj,moe_experts,expert_down,128x2816x704,477975.7287597656,0.009020666868889728,0.007561670858666795,0.007539374245527895,0.007258281901324396,0.9301939029246569,0.512059718137607
model.decoder.layers.27.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,437525.3112792969,0.00901945874099611,0.007557385539336891,0.007549021543075626,0.007262119684565682,0.9265671013854444,0.5035440559731796
model.decoder.layers.27.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,6420.9443359375,0.00877316863191244,0.00752300468346462,0.008184844058909388,0.0074588119389108545,0.5934056639671326,0.13980716466903687
model.decoder.layers.27.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,4621.171875,0.008852573485127047,0.007552299609791043,0.008106938109140167,0.007447154581072171,0.6423037052154541,0.20463155210018158
model.decoder.layers.27.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,6850.462890625,0.008904929301830653,0.00753982715869166,0.007909253118801564,0.007380331243298169,0.7735020518302917,0.2997589707374573
model.decoder.layers.27.self_attn.k_proj.weight,attention,k_proj,2048x2816,4901.2216796875,0.008907121495537525,0.007526788128398312,0.007762498671259617,0.0073214544648765225,0.8319424986839294,0.3920454680919647
model.decoder.layers.27.self_attn.o_proj.weight,attention,o_proj,2816x4096,10493.7373046875,0.009029826034631705,0.007557761706038023,0.007524881202394993,0.007233712982594623,0.9227628111839294,0.5084783434867859
model.decoder.layers.27.self_attn.q_proj.weight,attention,q_proj,4096x2816,10825.953125,0.008794376178537254,0.007576446525935577,0.00798075192255373,0.007432230894346052,0.6036931872367859,0.25430575013160706
model.decoder.layers.27.self_attn.v_proj.weight,attention,v_proj,2048x2816,5326.298828125,0.008939476397931476,0.007554831871673393,0.007939283940564307,0.007414352747367591,0.803355872631073,0.2843572497367859
model.decoder.layers.28.experts.down_proj,moe_experts,expert_down,128x2816x704,474063.1125488281,0.00902098110611425,0.007559668826530268,0.007535348886961902,0.007252723426384787,0.928309375885874,0.5131230426486582
model.decoder.layers.28.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,452265.0510253906,0.009027557760597035,0.007559316585106609,0.007528361977486402,0.00725411341724102,0.9338741670362651,0.5148895293241367
model.decoder.layers.28.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,7321.0263671875,0.00881148438232611,0.007547609022019064,0.008180165461452464,0.007465791589694228,0.5933195948600769,0.14901860058307648
model.decoder.layers.28.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,4365.2421875,0.008840193211063604,0.007556783525331498,0.00810411196411729,0.007458058695029181,0.6631370782852173,0.20928031206130981
model.decoder.layers.28.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,6850.57861328125,0.008890942996375264,0.007544917969441877,0.007888272421531456,0.007384280435795192,0.7977789640426636,0.3074207901954651
model.decoder.layers.28.self_attn.k_proj.weight,attention,k_proj,2048x2816,5173.4111328125,0.00882903418697581,0.007546688419866984,0.0079803333408525,0.007407534190656741,0.7072976231575012,0.30965909361839294
model.decoder.layers.28.self_attn.o_proj.weight,attention,o_proj,2816x4096,13754.64453125,0.009039530818815747,0.00756732413841603,0.007475018004394254,0.00718988870840219,0.9225408434867859,0.5237482190132141
model.decoder.layers.28.self_attn.q_proj.weight,attention,q_proj,4096x2816,10816.875,0.008943634817875353,0.007542931057520078,0.007722299017828769,0.007305915609020194,0.8514737486839294,0.3990589678287506
model.decoder.layers.28.self_attn.v_proj.weight,attention,v_proj,2048x2816,7237.642578125,0.008821334861946804,0.007647913879273751,0.008202288761042866,0.007579881576167136,0.5135831236839294,0.13698509335517883
model.decoder.layers.29.experts.down_proj,moe_experts,expert_down,128x2816x704,470090.423828125,0.009002416550996825,0.007558692532547096,0.007600157870608594,0.007281013950423661,0.9125209469348192,0.4725815763231367
model.decoder.layers.29.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,409627.9533691406,0.009024646641892757,0.007559580014544472,0.007538064015230207,0.0072590727443683075,0.9323941944167018,0.5084611668717116
model.decoder.layers.29.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,5318.3359375,0.008642757514906419,0.0075437909912750255,0.008307191516268159,0.007497087930152465,0.3549414575099945,0.05724862217903137
model.decoder.layers.29.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,3875.000244140625,0.008998872251520145,0.007557055089493757,0.00760109096751569,0.007261136489658739,0.8897210955619812,0.4653925597667694
model.decoder.layers.29.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,5654.0751953125,0.009025424685259681,0.007571333917150119,0.00763953202483068,0.007279406857790452,0.8727617263793945,0.4400826394557953
model.decoder.layers.29.self_attn.k_proj.weight,attention,k_proj,1024x2816,2823.031494140625,0.00867080203884119,0.007630507999256603,0.008184974749931614,0.007554300035535339,0.48526281118392944,0.19105114042758942
model.decoder.layers.29.self_attn.o_proj.weight,attention,o_proj,2816x8192,22868.2890625,0.008991817068685792,0.007621265778194491,0.008078395117454198,0.007472233571939308,0.7636941075325012,0.2816717028617859
model.decoder.layers.29.self_attn.q_proj.weight,attention,q_proj,8192x2816,21476.41015625,0.008988529025806113,0.00755003266779266,0.007739665469844184,0.007321336378159103,0.8438609838485718,0.3909801244735718
model.decoder.layers.5.experts.down_proj,moe_experts,expert_down,128x2816x704,514148.32763671875,0.008994411839478215,0.007553710496390574,0.0076157472801606,0.007286884405205096,0.9059654688462615,0.4653824525885284
model.decoder.layers.5.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,532672.0054931641,0.008999558587813882,0.007555849169802362,0.007634273036837441,0.00730538575892639,0.9127378463745117,0.4527174071408808
model.decoder.layers.5.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,8890.3515625,0.008670736042518883,0.007497816654894922,0.008337159321958497,0.007472537668667314,0.4166666865348816,0.06740702688694
model.decoder.layers.5.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,7977.3955078125,0.008865133054787496,0.007551503864740864,0.008158510365531122,0.007461522214318216,0.6285296082496643,0.18922176957130432
model.decoder.layers.5.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,8531.859375,0.008835795547284626,0.007546466532724769,0.008168556798942017,0.007469616016724538,0.631112277507782,0.17226240038871765
model.decoder.layers.5.self_attn.k_proj.weight,attention,k_proj,1024x2816,4231.423828125,0.008845622276122796,0.007532248804257719,0.008164850407156464,0.0074634072217479525,0.65625,0.1779119372367859
model.decoder.layers.5.self_attn.o_proj.weight,attention,o_proj,2816x8192,26152.4609375,0.009014560054249197,0.007568175805410879,0.007749637370930377,0.007328859990171814,0.826549232006073,0.38387784361839294
model.decoder.layers.5.self_attn.q_proj.weight,attention,q_proj,8192x2816,32570.3515625,0.008931510448836113,0.007548648073701039,0.007882906113089335,0.007390599270689289,0.8116344213485718,0.32108932733535767
model.decoder.layers.6.experts.down_proj,moe_experts,expert_down,128x2816x704,525168.203125,0.008983143952005593,0.00755064349695119,0.007659201093227916,0.007303029656546608,0.8884801585227251,0.438621818786487
model.decoder.layers.6.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,469146.005859375,0.00900779742842276,0.007557440469341724,0.0076041606634374885,0.0072915686253070345,0.9178537065163255,0.4678753102198243
model.decoder.layers.6.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,8229.013671875,0.008719725196136953,0.00751893058336132,0.008355720517746967,0.007492568004873904,0.42484503984451294,0.06947313994169235
model.decoder.layers.6.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,7931.052734375,0.008896830708826239,0.0075520359725936344,0.007991903572205179,0.007413526010238631,0.7286501526832581,0.2582644522190094
model.decoder.layers.6.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,8669.7314453125,0.00886691762490841,0.007535972961503434,0.008029412077365971,0.007427369082222464,0.730974555015564,0.232524111866951
model.decoder.layers.6.self_attn.k_proj.weight,attention,k_proj,2048x2816,7829.330078125,0.008916469430105196,0.007539762349770507,0.007903356031207271,0.007381695638420931,0.809215247631073,0.34596946835517883
model.decoder.layers.6.self_attn.o_proj.weight,attention,o_proj,2816x4096,13428.564453125,0.009015915379776522,0.007562354099928368,0.007552433122316075,0.007245066895864619,0.908824622631073,0.4915216863155365
model.decoder.layers.6.self_attn.q_proj.weight,attention,q_proj,4096x2816,15324.3125,0.00895683207329346,0.007545323295243669,0.007764224302795496,0.007336860464656856,0.8481001853942871,0.38623046875
model.decoder.layers.6.self_attn.v_proj.weight,attention,v_proj,2048x2816,8624.142578125,0.00884397814909589,0.007565859836383191,0.008092574830808589,0.007454090700479509,0.6439098119735718,0.23881392180919647
model.decoder.layers.7.experts.down_proj,moe_experts,expert_down,128x2816x704,530563.8703613281,0.008971869716977613,0.007549146113958994,0.007701818386498058,0.007321327470609441,0.8777803415432572,0.41072118864394724
model.decoder.layers.7.experts.gate_up_proj,moe_experts,expert_gate_up,128x1408x2816,569912.3176269531,0.008997336186480335,0.007554370082243022,0.0076407527041407255,0.007304989113089578,0.9065314307808876,0.44708804809488356
model.decoder.layers.7.mlp.down_proj.weight,dense_mlp,down_proj,2816x2112,7655.7421875,0.008717406958114569,0.007553127726583906,0.008390623485231164,0.007528884449287453,0.39652204513549805,0.06482437998056412
model.decoder.layers.7.mlp.gate_proj.weight,dense_mlp,gate_proj,2112x2816,6636.10400390625,0.008876964356652813,0.007551872769483283,0.00811650982183385,0.007448815474814802,0.646522045135498,0.2006714940071106
model.decoder.layers.7.mlp.up_proj.weight,dense_mlp,up_proj,2112x2816,7260.46435546875,0.008867965004847865,0.007551232542119466,0.008129818904973567,0.007461945963164293,0.6634814143180847,0.19473141431808472
model.decoder.layers.7.self_attn.k_proj.weight,attention,k_proj,2048x2816,7841.982421875,0.008916923976892203,0.007548345972355573,0.007787683008590083,0.007350171470102202,0.8637251853942871,0.40625
model.decoder.layers.7.self_attn.o_proj.weight,attention,o_proj,2816x4096,14389.373046875,0.009032828962183057,0.007569258048406491,0.007563652664577632,0.007261312406861129,0.9148615598678589,0.49267578125
model.decoder.layers.7.self_attn.q_proj.weight,attention,q_proj,4096x2816,14855.9072265625,0.008976478327059634,0.007557220282217544,0.00776523864599316,0.007347076295046248,0.8592862486839294,0.39306640625
model.decoder.layers.7.self_attn.v_proj.weight,attention,v_proj,2048x2816,8698.939453125,0.008923627880284437,0.00755899605667627,0.007932633761310702,0.00741730969780799,0.8042436242103577,0.2921697497367859
