model,module,frequency,tiles,U
qwen4b,model.layers.33.mlp.up_proj,2,5,24320
qwen4b,model.layers.33.mlp.up_proj,3,1,24320
qwen4b,model.layers.33.mlp.up_proj,4,1,24320
qwen4b,model.layers.33.mlp.up_proj,5,1,24320
qwen4b,model.layers.33.self_attn.k_proj,0,2556,2560
qwen4b,model.layers.33.self_attn.k_proj,1,3,2560
qwen4b,model.layers.33.self_attn.k_proj,2,1,2560
qwen4b,model.layers.33.self_attn.k_proj,3,0,2560
qwen4b,model.layers.33.self_attn.k_proj,4,0,2560
qwen4b,model.layers.33.self_attn.k_proj,5,0,2560
qwen4b,model.layers.33.self_attn.o_proj,0,10138,10240
qwen4b,model.layers.33.self_attn.o_proj,1,88,10240
qwen4b,model.layers.33.self_attn.o_proj,2,8,10240
qwen4b,model.layers.33.self_attn.o_proj,3,3,10240
qwen4b,model.layers.33.self_attn.o_proj,4,3,10240
qwen4b,model.layers.33.self_attn.o_proj,5,0,10240
qwen4b,model.layers.33.self_attn.q_proj,0,10232,10240
qwen4b,model.layers.33.self_attn.q_proj,1,8,10240
qwen4b,model.layers.33.self_attn.q_proj,2,0,10240
qwen4b,model.layers.33.self_attn.q_proj,3,0,10240
qwen4b,model.layers.33.self_attn.q_proj,4,0,10240
qwen4b,model.layers.33.self_attn.q_proj,5,0,10240
qwen4b,model.layers.33.self_attn.v_proj,0,2533,2560
qwen4b,model.layers.33.self_attn.v_proj,1,18,2560
qwen4b,model.layers.33.self_attn.v_proj,2,5,2560
qwen4b,model.layers.33.self_attn.v_proj,3,1,2560
qwen4b,model.layers.33.self_attn.v_proj,4,2,2560
qwen4b,model.layers.33.self_attn.v_proj,5,1,2560
qwen4b,model.layers.34.mlp.down_proj,0,23433,24320
qwen4b,model.layers.34.mlp.down_proj,1,551,24320
qwen4b,model.layers.34.mlp.down_proj,2,173,24320
qwen4b,model.layers.34.mlp.down_proj,3,79,24320
qwen4b,model.layers.34.mlp.down_proj,4,42,24320
qwen4b,model.layers.34.mlp.down_proj,5,42,24320
qwen4b,model.layers.34.mlp.gate_proj,0,24202,24320
qwen4b,model.layers.34.mlp.gate_proj,1,61,24320
qwen4b,model.layers.34.mlp.gate_proj,2,14,24320
qwen4b,model.layers.34.mlp.gate_proj,3,18,24320
qwen4b,model.layers.34.mlp.gate_proj,4,12,24320
qwen4b,model.layers.34.mlp.gate_proj,5,13,24320
qwen4b,model.layers.34.mlp.up_proj,0,24187,24320
qwen4b,model.layers.34.mlp.up_proj,1,97,24320
qwen4b,model.layers.34.mlp.up_proj,2,19,24320
qwen4b,model.layers.34.mlp.up_proj,3,8,24320
qwen4b,model.layers.34.mlp.up_proj,4,3,24320
qwen4b,model.layers.34.mlp.up_proj,5,6,24320
qwen4b,model.layers.34.self_attn.k_proj,0,2535,2560
qwen4b,model.layers.34.self_attn.k_proj,1,14,2560
qwen4b,model.layers.34.self_attn.k_proj,2,2,2560
qwen4b,model.layers.34.self_attn.k_proj,3,6,2560
qwen4b,model.layers.34.self_attn.k_proj,4,2,2560
qwen4b,model.layers.34.self_attn.k_proj,5,1,2560
qwen4b,model.layers.34.self_attn.o_proj,0,9982,10240
qwen4b,model.layers.34.self_attn.o_proj,1,207,10240
qwen4b,model.layers.34.self_attn.o_proj,2,38,10240
qwen4b,model.layers.34.self_attn.o_proj,3,6,10240
qwen4b,model.layers.34.self_attn.o_proj,4,4,10240
qwen4b,model.layers.34.self_attn.o_proj,5,3,10240
qwen4b,model.layers.34.self_attn.q_proj,0,10099,10240
qwen4b,model.layers.34.self_attn.q_proj,1,89,10240
qwen4b,model.layers.34.self_attn.q_proj,2,30,10240
qwen4b,model.layers.34.self_attn.q_proj,3,12,10240
qwen4b,model.layers.34.self_attn.q_proj,4,6,10240
qwen4b,model.layers.34.self_attn.q_proj,5,4,10240
qwen4b,model.layers.34.self_attn.v_proj,0,2503,2560
qwen4b,model.layers.34.self_attn.v_proj,1,38,2560
qwen4b,model.layers.34.self_attn.v_proj,2,8,2560
qwen4b,model.layers.34.self_attn.v_proj,3,4,2560
qwen4b,model.layers.34.self_attn.v_proj,4,3,2560
qwen4b,model.layers.34.self_attn.v_proj,5,4,2560
qwen4b,model.layers.35.mlp.down_proj,0,23011,24320
qwen4b,model.layers.35.mlp.down_proj,1,559,24320
qwen4b,model.layers.35.mlp.down_proj,2,245,24320
qwen4b,model.layers.35.mlp.down_proj,3,143,24320
qwen4b,model.layers.35.mlp.down_proj,4,145,24320
qwen4b,model.layers.35.mlp.down_proj,5,217,24320
qwen4b,model.layers.35.mlp.gate_proj,0,24195,24320
qwen4b,model.layers.35.mlp.gate_proj,1,73,24320
qwen4b,model.layers.35.mlp.gate_proj,2,21,24320
qwen4b,model.layers.35.mlp.gate_proj,3,11,24320
qwen4b,model.layers.35.mlp.gate_proj,4,6,24320
qwen4b,model.layers.35.mlp.gate_proj,5,14,24320
qwen4b,model.layers.35.mlp.up_proj,0,24119,24320
qwen4b,model.layers.35.mlp.up_proj,1,112,24320
qwen4b,model.layers.35.mlp.up_proj,2,31,24320
qwen4b,model.layers.35.mlp.up_proj,3,14,24320
qwen4b,model.layers.35.mlp.up_proj,4,17,24320
qwen4b,model.layers.35.mlp.up_proj,5,27,24320
qwen4b,model.layers.35.self_attn.k_proj,0,2521,2560
qwen4b,model.layers.35.self_attn.k_proj,1,29,2560
qwen4b,model.layers.35.self_attn.k_proj,2,7,2560
qwen4b,model.layers.35.self_attn.k_proj,3,1,2560
qwen4b,model.layers.35.self_attn.k_proj,4,1,2560
qwen4b,model.layers.35.self_attn.k_proj,5,1,2560
qwen4b,model.layers.35.self_attn.o_proj,0,10037,10240
qwen4b,model.layers.35.self_attn.o_proj,1,138,10240
qwen4b,model.layers.35.self_attn.o_proj,2,27,10240
qwen4b,model.layers.35.self_attn.o_proj,3,20,10240
qwen4b,model.layers.35.self_attn.o_proj,4,10,10240
qwen4b,model.layers.35.self_attn.o_proj,5,8,10240
qwen4b,model.layers.35.self_attn.q_proj,0,10174,10240
qwen4b,model.layers.35.self_attn.q_proj,1,50,10240
qwen4b,model.layers.35.self_attn.q_proj,2,9,10240
qwen4b,model.layers.35.self_attn.q_proj,3,3,10240
qwen4b,model.layers.35.self_attn.q_proj,4,3,10240
qwen4b,model.layers.35.self_attn.q_proj,5,1,10240
qwen4b,model.layers.35.self_attn.v_proj,0,2480,2560
qwen4b,model.layers.35.self_attn.v_proj,1,47,2560
qwen4b,model.layers.35.self_attn.v_proj,2,14,2560
qwen4b,model.layers.35.self_attn.v_proj,3,6,2560
qwen4b,model.layers.35.self_attn.v_proj,4,5,2560
qwen4b,model.layers.35.self_attn.v_proj,5,8,2560
qwen4b,model.layers.4.mlp.down_proj,0,24286,24320
qwen4b,model.layers.4.mlp.down_proj,1,33,24320
qwen4b,model.layers.4.mlp.down_proj,2,1,24320
qwen4b,model.layers.4.mlp.down_proj,3,0,24320
qwen4b,model.layers.4.mlp.down_proj,4,0,24320
qwen4b,model.layers.4.mlp.down_proj,5,0,24320
qwen4b,model.layers.4.mlp.gate_proj,0,24294,24320
qwen4b,model.layers.4.mlp.gate_proj,1,19,24320
qwen4b,model.layers.4.mlp.gate_proj,2,4,24320
qwen4b,model.layers.4.mlp.gate_proj,3,1,24320
qwen4b,model.layers.4.mlp.gate_proj,4,2,24320
qwen4b,model.layers.4.mlp.gate_proj,5,0,24320
qwen4b,model.layers.4.mlp.up_proj,0,24254,24320
qwen4b,model.layers.4.mlp.up_proj,1,57,24320
qwen4b,model.layers.4.mlp.up_proj,2,4,24320
qwen4b,model.layers.4.mlp.up_proj,3,3,24320
qwen4b,model.layers.4.mlp.up_proj,4,0,24320
qwen4b,model.layers.4.mlp.up_proj,5,2,24320
qwen4b,model.layers.4.self_attn.k_proj,0,2559,2560
qwen4b,model.layers.4.self_attn.k_proj,1,1,2560
qwen4b,model.layers.4.self_attn.k_proj,2,0,2560
qwen4b,model.layers.4.self_attn.k_proj,3,0,2560
qwen4b,model.layers.4.self_attn.k_proj,4,0,2560
qwen4b,model.layers.4.self_attn.k_proj,5,0,2560
qwen4b,model.layers.4.self_attn.o_proj,0,10203,10240
qwen4b,model.layers.4.self_attn.o_proj,1,35,10240
qwen4b,model.layers.4.self_attn.o_proj,2,2,10240
qwen4b,model.layers.4.self_attn.o_proj,3,0,10240
qwen4b,model.layers.4.self_attn.o_proj,4,0,10240
qwen4b,model.layers.4.self_attn.o_proj,5,0,10240
qwen4b,model.layers.4.self_attn.q_proj,0,10234,10240
qwen4b,model.layers.4.self_attn.q_proj,1,5,10240
qwen4b,model.layers.4.self_attn.q_proj,2,0,10240
qwen4b,model.layers.4.self_attn.q_proj,3,0,10240
qwen4b,model.layers.4.self_attn.q_proj,4,1,10240
qwen4b,model.layers.4.self_attn.q_proj,5,0,10240
qwen4b,model.layers.4.self_attn.v_proj,0,2522,2560
qwen4b,model.layers.4.self_attn.v_proj,1,29,2560
qwen4b,model.layers.4.self_attn.v_proj,2,4,2560
qwen4b,model.layers.4.self_attn.v_proj,3,4,2560
qwen4b,model.layers.4.self_attn.v_proj,4,0,2560
qwen4b,model.layers.4.self_attn.v_proj,5,1,2560
qwen4b,model.layers.5.mlp.down_proj,0,24305,24320
qwen4b,model.layers.5.mlp.down_proj,1,15,24320
qwen4b,model.layers.5.mlp.down_proj,2,0,24320
qwen4b,model.layers.5.mlp.down_proj,3,0,24320
qwen4b,model.layers.5.mlp.down_proj,4,0,24320
qwen4b,model.layers.5.mlp.down_proj,5,0,24320
qwen4b,model.layers.5.mlp.gate_proj,0,24288,24320
qwen4b,model.layers.5.mlp.gate_proj,1,21,24320
qwen4b,model.layers.5.mlp.gate_proj,2,8,24320
qwen4b,model.layers.5.mlp.gate_proj,3,0,24320
qwen4b,model.layers.5.mlp.gate_proj,4,3,24320
qwen4b,model.layers.5.mlp.gate_proj,5,0,24320
qwen4b,model.layers.5.mlp.up_proj,0,24285,24320
qwen4b,model.layers.5.mlp.up_proj,1,25,24320
qwen4b,model.layers.5.mlp.up_proj,2,7,24320
qwen4b,model.layers.5.mlp.up_proj,3,1,24320
qwen4b,model.layers.5.mlp.up_proj,4,1,24320
qwen4b,model.layers.5.mlp.up_proj,5,1,24320
qwen4b,model.layers.5.self_attn.k_proj,0,2559,2560
qwen4b,model.layers.5.self_attn.k_proj,1,1,2560
qwen4b,model.layers.5.self_attn.k_proj,2,0,2560
qwen4b,model.layers.5.self_attn.k_proj,3,0,2560
qwen4b,model.layers.5.self_attn.k_proj,4,0,2560
qwen4b,model.layers.5.self_attn.k_proj,5,0,2560
qwen4b,model.layers.5.self_attn.o_proj,0,10178,10240
qwen4b,model.layers.5.self_attn.o_proj,1,56,10240
qwen4b,model.layers.5.self_attn.o_proj,2,6,10240
qwen4b,model.layers.5.self_attn.o_proj,3,0,10240
qwen4b,model.layers.5.self_attn.o_proj,4,0,10240
qwen4b,model.layers.5.self_attn.o_proj,5,0,10240
qwen4b,model.layers.5.self_attn.q_proj,0,10237,10240
qwen4b,model.layers.5.self_attn.q_proj,1,3,10240
qwen4b,model.layers.5.self_attn.q_proj,2,0,10240
qwen4b,model.layers.5.self_attn.q_proj,3,0,10240
qwen4b,model.layers.5.self_attn.q_proj,4,0,10240
qwen4b,model.layers.5.self_attn.q_proj,5,0,10240
qwen4b,model.layers.5.self_attn.v_proj,0,2532,2560
qwen4b,model.layers.5.self_attn.v_proj,1,21,2560
qwen4b,model.layers.5.self_attn.v_proj,2,5,2560
qwen4b,model.layers.5.self_attn.v_proj,3,2,2560
qwen4b,model.layers.5.self_attn.v_proj,4,0,2560
qwen4b,model.layers.5.self_attn.v_proj,5,0,2560
qwen4b,model.layers.6.mlp.down_proj,0,24252,24320
qwen4b,model.layers.6.mlp.down_proj,1,45,24320
qwen4b,model.layers.6.mlp.down_proj,2,14,24320
qwen4b,model.layers.6.mlp.down_proj,3,6,24320
qwen4b,model.layers.6.mlp.down_proj,4,1,24320
qwen4b,model.layers.6.mlp.down_proj,5,2,24320
qwen4b,model.layers.6.mlp.gate_proj,0,24293,24320
qwen4b,model.layers.6.mlp.gate_proj,1,18,24320
qwen4b,model.layers.6.mlp.gate_proj,2,4,24320
qwen4b,model.layers.6.mlp.gate_proj,3,1,24320
qwen4b,model.layers.6.mlp.gate_proj,4,4,24320
qwen4b,model.layers.6.mlp.gate_proj,5,0,24320
qwen4b,model.layers.6.mlp.up_proj,0,24272,24320
qwen4b,model.layers.6.mlp.up_proj,1,30,24320
qwen4b,model.layers.6.mlp.up_proj,2,8,24320
qwen4b,model.layers.6.mlp.up_proj,3,3,24320
qwen4b,model.layers.6.mlp.up_proj,4,2,24320
qwen4b,model.layers.6.mlp.up_proj,5,5,24320
qwen4b,model.layers.6.self_attn.k_proj,0,2559,2560
qwen4b,model.layers.6.self_attn.k_proj,1,1,2560
qwen4b,model.layers.6.self_attn.k_proj,2,0,2560
qwen4b,model.layers.6.self_attn.k_proj,3,0,2560
qwen4b,model.layers.6.self_attn.k_proj,4,0,2560
qwen4b,model.layers.6.self_attn.k_proj,5,0,2560
qwen4b,model.layers.6.self_attn.o_proj,0,10207,10240
qwen4b,model.layers.6.self_attn.o_proj,1,31,10240
qwen4b,model.layers.6.self_attn.o_proj,2,2,10240
qwen4b,model.layers.6.self_attn.o_proj,3,0,10240
qwen4b,model.layers.6.self_attn.o_proj,4,0,10240
qwen4b,model.layers.6.self_attn.o_proj,5,0,10240
qwen4b,model.layers.6.self_attn.q_proj,0,10231,10240
qwen4b,model.layers.6.self_attn.q_proj,1,7,10240
qwen4b,model.layers.6.self_attn.q_proj,2,1,10240
qwen4b,model.layers.6.self_attn.q_proj,3,1,10240
qwen4b,model.layers.6.self_attn.q_proj,4,0,10240
qwen4b,model.layers.6.self_attn.q_proj,5,0,10240
qwen4b,model.layers.6.self_attn.v_proj,0,2548,2560
qwen4b,model.layers.6.self_attn.v_proj,1,8,2560
qwen4b,model.layers.6.self_attn.v_proj,2,3,2560
qwen4b,model.layers.6.self_attn.v_proj,3,0,2560
qwen4b,model.layers.6.self_attn.v_proj,4,1,2560
qwen4b,model.layers.6.self_attn.v_proj,5,0,2560
qwen4b,model.layers.7.mlp.down_proj,0,24309,24320
qwen4b,model.layers.7.mlp.down_proj,1,11,24320
qwen4b,model.layers.7.mlp.down_proj,2,0,24320
qwen4b,model.layers.7.mlp.down_proj,3,0,24320
qwen4b,model.layers.7.mlp.down_proj,4,0,24320
qwen4b,model.layers.7.mlp.down_proj,5,0,24320
qwen4b,model.layers.7.mlp.gate_proj,0,24296,24320
qwen4b,model.layers.7.mlp.gate_proj,1,15,24320
qwen4b,model.layers.7.mlp.gate_proj,2,6,24320
qwen4b,model.layers.7.mlp.gate_proj,3,2,24320
qwen4b,model.layers.7.mlp.gate_proj,4,1,24320
qwen4b,model.layers.7.mlp.gate_proj,5,0,24320
qwen4b,model.layers.7.mlp.up_proj,0,24277,24320
qwen4b,model.layers.7.mlp.up_proj,1,36,24320
qwen4b,model.layers.7.mlp.up_proj,2,3,24320
qwen4b,model.layers.7.mlp.up_proj,3,2,24320
qwen4b,model.layers.7.mlp.up_proj,4,2,24320
qwen4b,model.layers.7.mlp.up_proj,5,0,24320
qwen4b,model.layers.7.self_attn.k_proj,0,2557,2560
qwen4b,model.layers.7.self_attn.k_proj,1,2,2560
qwen4b,model.layers.7.self_attn.k_proj,2,1,2560
qwen4b,model.layers.7.self_attn.k_proj,3,0,2560
qwen4b,model.layers.7.self_attn.k_proj,4,0,2560
qwen4b,model.layers.7.self_attn.k_proj,5,0,2560
qwen4b,model.layers.7.self_attn.o_proj,0,10154,10240
qwen4b,model.layers.7.self_attn.o_proj,1,62,10240
qwen4b,model.layers.7.self_attn.o_proj,2,15,10240
qwen4b,model.layers.7.self_attn.o_proj,3,5,10240
qwen4b,model.layers.7.self_attn.o_proj,4,4,10240
qwen4b,model.layers.7.self_attn.o_proj,5,0,10240
qwen4b,model.layers.7.self_attn.q_proj,0,10228,10240
qwen4b,model.layers.7.self_attn.q_proj,1,10,10240
qwen4b,model.layers.7.self_attn.q_proj,2,0,10240
qwen4b,model.layers.7.self_attn.q_proj,3,1,10240
qwen4b,model.layers.7.self_attn.q_proj,4,1,10240
qwen4b,model.layers.7.self_attn.q_proj,5,0,10240
qwen4b,model.layers.7.self_attn.v_proj,0,2552,2560
qwen4b,model.layers.7.self_attn.v_proj,1,6,2560
qwen4b,model.layers.7.self_attn.v_proj,2,2,2560
qwen4b,model.layers.7.self_attn.v_proj,3,0,2560
qwen4b,model.layers.7.self_attn.v_proj,4,0,2560
qwen4b,model.layers.7.self_attn.v_proj,5,0,2560
qwen4b,model.layers.8.mlp.down_proj,0,24310,24320
qwen4b,model.layers.8.mlp.down_proj,1,10,24320
qwen4b,model.layers.8.mlp.down_proj,2,0,24320
qwen4b,model.layers.8.mlp.down_proj,3,0,24320
qwen4b,model.layers.8.mlp.down_proj,4,0,24320
qwen4b,model.layers.8.mlp.down_proj,5,0,24320
qwen4b,model.layers.8.mlp.gate_proj,0,24307,24320
qwen4b,model.layers.8.mlp.gate_proj,1,8,24320
qwen4b,model.layers.8.mlp.gate_proj,2,2,24320
qwen4b,model.layers.8.mlp.gate_proj,3,2,24320
qwen4b,model.layers.8.mlp.gate_proj,4,1,24320
qwen4b,model.layers.8.mlp.gate_proj,5,0,24320
qwen4b,model.layers.8.mlp.up_proj,0,24297,24320
qwen4b,model.layers.8.mlp.up_proj,1,20,24320
qwen4b,model.layers.8.mlp.up_proj,2,2,24320
qwen4b,model.layers.8.mlp.up_proj,3,1,24320
qwen4b,model.layers.8.mlp.up_proj,4,0,24320
qwen4b,model.layers.8.mlp.up_proj,5,0,24320
qwen4b,model.layers.8.self_attn.k_proj,0,2558,2560
qwen4b,model.layers.8.self_attn.k_proj,1,2,2560
qwen4b,model.layers.8.self_attn.k_proj,2,0,2560
qwen4b,model.layers.8.self_attn.k_proj,3,0,2560
qwen4b,model.layers.8.self_attn.k_proj,4,0,2560
qwen4b,model.layers.8.self_attn.k_proj,5,0,2560
qwen4b,model.layers.8.self_attn.o_proj,0,10204,10240
qwen4b,model.layers.8.self_attn.o_proj,1,31,10240
qwen4b,model.layers.8.self_attn.o_proj,2,3,10240
qwen4b,model.layers.8.self_attn.o_proj,3,0,10240
qwen4b,model.layers.8.self_attn.o_proj,4,2,10240
qwen4b,model.layers.8.self_attn.o_proj,5,0,10240
qwen4b,model.layers.8.self_attn.q_proj,0,10230,10240
qwen4b,model.layers.8.self_attn.q_proj,1,10,10240
qwen4b,model.layers.8.self_attn.q_proj,2,0,10240
qwen4b,model.layers.8.self_attn.q_proj,3,0,10240
qwen4b,model.layers.8.self_attn.q_proj,4,0,10240
qwen4b,model.layers.8.self_attn.q_proj,5,0,10240
qwen4b,model.layers.8.self_attn.v_proj,0,2557,2560
qwen4b,model.layers.8.self_attn.v_proj,1,3,2560
qwen4b,model.layers.8.self_attn.v_proj,2,0,2560
qwen4b,model.layers.8.self_attn.v_proj,3,0,2560
qwen4b,model.layers.8.self_attn.v_proj,4,0,2560
qwen4b,model.layers.8.self_attn.v_proj,5,0,2560
qwen4b,model.layers.9.mlp.down_proj,0,24290,24320
qwen4b,model.layers.9.mlp.down_proj,1,30,24320
qwen4b,model.layers.9.mlp.down_proj,2,0,24320
qwen4b,model.layers.9.mlp.down_proj,3,0,24320
qwen4b,model.layers.9.mlp.down_proj,4,0,24320
qwen4b,model.layers.9.mlp.down_proj,5,0,24320
qwen4b,model.layers.9.mlp.gate_proj,0,24296,24320
qwen4b,model.layers.9.mlp.gate_proj,1,16,24320
qwen4b,model.layers.9.mlp.gate_proj,2,6,24320
qwen4b,model.layers.9.mlp.gate_proj,3,1,24320
qwen4b,model.layers.9.mlp.gate_proj,4,0,24320
qwen4b,model.layers.9.mlp.gate_proj,5,1,24320
qwen4b,model.layers.9.mlp.up_proj,0,24272,24320
qwen4b,model.layers.9.mlp.up_proj,1,43,24320
qwen4b,model.layers.9.mlp.up_proj,2,4,24320
qwen4b,model.layers.9.mlp.up_proj,3,1,24320
qwen4b,model.layers.9.mlp.up_proj,4,0,24320
qwen4b,model.layers.9.mlp.up_proj,5,0,24320
qwen4b,model.layers.9.self_attn.k_proj,0,2557,2560
qwen4b,model.layers.9.self_attn.k_proj,1,3,2560
qwen4b,model.layers.9.self_attn.k_proj,2,0,2560
qwen4b,model.layers.9.self_attn.k_proj,3,0,2560
qwen4b,model.layers.9.self_attn.k_proj,4,0,2560
qwen4b,model.layers.9.self_attn.k_proj,5,0,2560
qwen4b,model.layers.9.self_attn.o_proj,0,10139,10240
qwen4b,model.layers.9.self_attn.o_proj,1,78,10240
qwen4b,model.layers.9.self_attn.o_proj,2,16,10240
qwen4b,model.layers.9.self_attn.o_proj,3,4,10240
qwen4b,model.layers.9.self_attn.o_proj,4,3,10240
qwen4b,model.layers.9.self_attn.o_proj,5,0,10240
qwen4b,model.layers.9.self_attn.q_proj,0,10227,10240
qwen4b,model.layers.9.self_attn.q_proj,1,11,10240
qwen4b,model.layers.9.self_attn.q_proj,2,0,10240
qwen4b,model.layers.9.self_attn.q_proj,3,2,10240
qwen4b,model.layers.9.self_attn.q_proj,4,0,10240
qwen4b,model.layers.9.self_attn.q_proj,5,0,10240
qwen4b,model.layers.9.self_attn.v_proj,0,2551,2560
qwen4b,model.layers.9.self_attn.v_proj,1,9,2560
qwen4b,model.layers.9.self_attn.v_proj,2,0,2560
qwen4b,model.layers.9.self_attn.v_proj,3,0,2560
qwen4b,model.layers.9.self_attn.v_proj,4,0,2560
qwen4b,model.layers.9.self_attn.v_proj,5,0,2560
mistral7b,model.layers.0.mlp.down_proj,0,57115,57344
mistral7b,model.layers.0.mlp.down_proj,1,94,57344
mistral7b,model.layers.0.mlp.down_proj,2,40,57344
mistral7b,model.layers.0.mlp.down_proj,3,24,57344
mistral7b,model.layers.0.mlp.down_proj,4,26,57344
mistral7b,model.layers.0.mlp.down_proj,5,45,57344
mistral7b,model.layers.0.mlp.gate_proj,0,57265,57344
mistral7b,model.layers.0.mlp.gate_proj,1,44,57344
mistral7b,model.layers.0.mlp.gate_proj,2,13,57344
mistral7b,model.layers.0.mlp.gate_proj,3,6,57344
mistral7b,model.layers.0.mlp.gate_proj,4,7,57344
mistral7b,model.layers.0.mlp.gate_proj,5,9,57344
mistral7b,model.layers.0.mlp.up_proj,0,57169,57344
mistral7b,model.layers.0.mlp.up_proj,1,82,57344
mistral7b,model.layers.0.mlp.up_proj,2,25,57344
mistral7b,model.layers.0.mlp.up_proj,3,17,57344
mistral7b,model.layers.0.mlp.up_proj,4,11,57344
mistral7b,model.layers.0.mlp.up_proj,5,40,57344
mistral7b,model.layers.0.self_attn.k_proj,0,4014,4096
mistral7b,model.layers.0.self_attn.k_proj,1,68,4096
mistral7b,model.layers.0.self_attn.k_proj,2,11,4096
mistral7b,model.layers.0.self_attn.k_proj,3,3,4096
mistral7b,model.layers.0.self_attn.k_proj,4,0,4096
mistral7b,model.layers.0.self_attn.k_proj,5,0,4096
mistral7b,model.layers.0.self_attn.o_proj,0,16251,16384
mistral7b,model.layers.0.self_attn.o_proj,1,109,16384
mistral7b,model.layers.0.self_attn.o_proj,2,18,16384
mistral7b,model.layers.0.self_attn.o_proj,3,4,16384
mistral7b,model.layers.0.self_attn.o_proj,4,2,16384
mistral7b,model.layers.0.self_attn.o_proj,5,0,16384
mistral7b,model.layers.0.self_attn.q_proj,0,16074,16384
mistral7b,model.layers.0.self_attn.q_proj,1,254,16384
mistral7b,model.layers.0.self_attn.q_proj,2,43,16384
mistral7b,model.layers.0.self_attn.q_proj,3,11,16384
mistral7b,model.layers.0.self_attn.q_proj,4,2,16384
mistral7b,model.layers.0.self_attn.q_proj,5,0,16384
mistral7b,model.layers.0.self_attn.v_proj,0,3928,4096
mistral7b,model.layers.0.self_attn.v_proj,1,85,4096
mistral7b,model.layers.0.self_attn.v_proj,2,31,4096
mistral7b,model.layers.0.self_attn.v_proj,3,20,4096
mistral7b,model.layers.0.self_attn.v_proj,4,12,4096
mistral7b,model.layers.0.self_attn.v_proj,5,20,4096
mistral7b,model.layers.1.mlp.down_proj,0,56920,57344
mistral7b,model.layers.1.mlp.down_proj,1,172,57344
mistral7b,model.layers.1.mlp.down_proj,2,79,57344
mistral7b,model.layers.1.mlp.down_proj,3,45,57344
mistral7b,model.layers.1.mlp.down_proj,4,44,57344
mistral7b,model.layers.1.mlp.down_proj,5,84,57344
mistral7b,model.layers.1.mlp.gate_proj,0,57239,57344
mistral7b,model.layers.1.mlp.gate_proj,1,47,57344
mistral7b,model.layers.1.mlp.gate_proj,2,8,57344
mistral7b,model.layers.1.mlp.gate_proj,3,12,57344
mistral7b,model.layers.1.mlp.gate_proj,4,8,57344
mistral7b,model.layers.1.mlp.gate_proj,5,30,57344
mistral7b,model.layers.1.mlp.up_proj,0,56955,57344
mistral7b,model.layers.1.mlp.up_proj,1,79,57344
mistral7b,model.layers.1.mlp.up_proj,2,49,57344
mistral7b,model.layers.1.mlp.up_proj,3,41,57344
mistral7b,model.layers.1.mlp.up_proj,4,39,57344
mistral7b,model.layers.1.mlp.up_proj,5,181,57344
mistral7b,model.layers.1.self_attn.k_proj,0,3881,4096
mistral7b,model.layers.1.self_attn.k_proj,1,95,4096
mistral7b,model.layers.1.self_attn.k_proj,2,41,4096
mistral7b,model.layers.1.self_attn.k_proj,3,28,4096
mistral7b,model.layers.1.self_attn.k_proj,4,19,4096
mistral7b,model.layers.1.self_attn.k_proj,5,32,4096
mistral7b,model.layers.1.self_attn.o_proj,0,16094,16384
mistral7b,model.layers.1.self_attn.o_proj,1,143,16384
mistral7b,model.layers.1.self_attn.o_proj,2,62,16384
mistral7b,model.layers.1.self_attn.o_proj,3,33,16384
mistral7b,model.layers.1.self_attn.o_proj,4,31,16384
mistral7b,model.layers.1.self_attn.o_proj,5,21,16384
