model,draw,N,module,objective,backend_status,exact_parent_SE,eligible_weights,eligible_parents,ownership_regret,sum_abs_child_mean,weighted_cancellation,unweighted_cancellation_mean,zero_score_parents,minority_sign_fraction,mean_favorable_parents,selector_gap,threshold_increment,veto_increment,total_surrogate_gap,selected_tiles,selected_weights,mean_favorable_threshold_fail,mean_favorable_threshold_fail_fraction
llama8b,seed0,8,model.layers.13.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.029879457886486438,0.0,0.0,0,0.0,16572,0.015139250524218162,0.014924881323197248,0.00021436920102091417,0.015139250524218162,17,8704,16490,0.9950518947622495
llama8b,seed0,8,model.layers.13.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.020274433973646963,0.0,0.0,0,0.0,16727,0.010401202907825258,0.010199967648642255,0.00020123525918300245,0.010401202907825258,17,8704,16616,0.993364022239493
llama8b,seed0,8,model.layers.13.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.040538311055214465,0.0,0.0,0,0.0,57458,0.020334157453363783,0.02018366476971553,0.0001504926836482512,0.020334157453363783,11,5632,57323,0.9976504577256431
llama8b,seed0,8,model.layers.13.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.029118602701345288,0.0,0.0,0,0.0,57677,0.014705985129021396,0.01458830492958503,0.00011768019943636521,0.014705985129021396,11,5632,57563,0.9980234755621825
llama8b,seed0,8,model.layers.13.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.052395666526964965,0.0,0.0,0,0.0,57583,0.026444353981985455,0.026205679468646978,0.0002386745133384771,0.026444353981985455,19,9728,57418,0.9971345709671258
llama8b,seed0,8,model.layers.13.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.03709655148189115,0.0,0.0,0,0.0,57598,0.018816136960774922,0.018646653117421703,0.00016948384335321864,0.018816136960774922,19,9728,57447,0.9973783811937914
llama8b,seed0,8,model.layers.13.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.05720365250523013,0.0,0.0,0,0.0,57982,0.028963604394755815,0.02868375518930172,0.00027984920545409686,0.028963604394755815,10,5120,57821,0.9972232761891622
llama8b,seed0,8,model.layers.13.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04100369763002754,0.0,0.0,0,0.0,58032,0.020940697920123034,0.020713072790356966,0.00022762512976606808,0.020940697920123034,10,5120,57872,0.9972429004687069
llama8b,seed0,8,model.layers.14.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.01647544281452372,0.0,0.0,0,0.0,16497,0.00832598757959141,0.008243159390200497,8.282818939091274e-05,0.00832598757959141,1,512,16450,0.9971509971509972
llama8b,seed0,8,model.layers.14.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.012135837524084444,0.0,0.0,0,0.0,16585,0.0062453626583605145,0.0058396079119095775,0.000405754746450937,0.0062453626583605145,1,512,16448,0.9917395236659632
llama8b,seed0,8,model.layers.14.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.005543264624878988,0.0,0.0,0,0.0,4168,0.0027908825051718017,0.002776340044037831,1.4542461133970619e-05,0.0027908825051718017,0,0,4160,0.9980806142034548
llama8b,seed0,8,model.layers.14.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.003997698739103911,0.0,0.0,0,0.0,4140,0.0020254897237677594,0.0019358245684441555,8.966515532360386e-05,0.0020254897237677594,0,0,4108,0.9922705314009662
llama8b,seed0,8,model.layers.14.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.010084156161267066,0.0,0.0,0,0.0,4160,0.005170583183714106,0.005121608147600654,4.897503611345222e-05,0.005170583183714106,5,2560,4143,0.9959134615384615
llama8b,seed0,8,model.layers.14.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.0070862792432740546,0.0,0.0,0,0.0,4235,0.003682876582864064,0.0036133260845382653,6.955049832579885e-05,0.003682876582864064,5,2560,4207,0.9933884297520661
llama8b,seed0,8,model.layers.14.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.028768383793303154,0.0,0.0,0,0.0,16549,0.014561790149669018,0.014382490169061402,0.00017929998060761676,0.014561790149669018,10,5120,16484,0.9960722702278083
llama8b,seed0,8,model.layers.14.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.019774341926886888,0.0,0.0,0,0.0,16544,0.010002447723907584,0.009857169749500641,0.00014527797440694323,0.010002447723907584,10,5120,16459,0.9948621856866537
llama8b,seed0,8,model.layers.14.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.04250841478486107,0.0,0.0,0,0.0,57799,0.021422653104144124,0.021280659223198245,0.00014199388094587873,0.021422653104144124,10,5120,57683,0.9979930448623678
llama8b,seed0,8,model.layers.14.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.030933146407868373,0.0,0.0,0,0.0,57970,0.015647520381985733,0.015565516657798359,8.20037241873739e-05,0.015647520381985733,10,5120,57870,0.9982749698119717
llama8b,seed0,8,model.layers.14.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.05653179590363713,0.0,0.0,0,0.0,57805,0.028575759734659062,0.028294046668764256,0.0002817130658948064,0.028575759734659062,21,10752,57617,0.996747686186316
llama8b,seed0,8,model.layers.14.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.04080650233696731,0.0,0.0,0,0.0,57787,0.02058910754169871,0.02039570287638187,0.00019340466531683753,0.02058910754169871,21,10752,57608,0.9969024174987454
llama8b,seed0,8,model.layers.14.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.06078284820623997,0.0,0.0,0,0.0,57668,0.030763638819987504,0.030464387040533725,0.0002992517794537797,0.030763638819987504,14,7168,57497,0.9970347506416036
llama8b,seed0,8,model.layers.14.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04443266003627182,0.0,0.0,0,0.0,58073,0.022656117627400704,0.02247151798123688,0.0001845996461638244,0.022656117627400704,14,7168,57927,0.9974859228901555
llama8b,seed0,8,model.layers.15.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.012353051882720097,0.0,0.0,0,0.0,16462,0.006236005201784954,0.006171072103847529,6.493309793742519e-05,0.006236005201784954,1,512,16422,0.9975701615842546
llama8b,seed0,8,model.layers.15.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.008623799667425557,0.0,0.0,0,0.0,16637,0.004402510802430678,0.004378189714272168,2.4321088158510765e-05,0.004402510802430678,1,512,16608,0.9982568972771534
llama8b,seed0,8,model.layers.15.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.005477143679027144,0.0,0.0,0,0.0,4144,0.002783880722370166,0.002765256635508126,1.86240868620402e-05,0.002783880722370166,2,1024,4132,0.997104247104247
llama8b,seed0,8,model.layers.15.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.003799489447685052,0.0,0.0,0,0.0,4170,0.0019791166158390355,0.0019670300409384417,1.2086574900593838e-05,0.0019791166158390355,2,1024,4158,0.9971223021582734
llama8b,seed0,8,model.layers.15.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.011232042126335884,0.0,0.0,0,0.0,4241,0.005627752638042438,0.005525978486833616,0.00010177415120882216,0.005627752638042438,12,6144,4207,0.9919830228719642
llama8b,seed0,8,model.layers.15.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.008518177949396147,0.0,0.0,0,0.0,4249,0.004289631380797021,0.0040252347261967025,0.00026439665460031847,0.004289631380797021,12,6144,4179,0.9835255354200988
llama8b,seed0,8,model.layers.15.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.02381497964393628,0.0,0.0,0,0.0,16681,0.012264418466343407,0.012099360407853754,0.00016505805848965327,0.012264418466343407,7,3584,16610,0.9957436604520112
llama8b,seed0,8,model.layers.15.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.016513755852821527,0.0,0.0,0,0.0,16657,0.008547335851402334,0.008402704033329246,0.00014463181807308767,0.008547335851402334,7,3584,16558,0.9940565528006243
llama8b,seed0,8,model.layers.15.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.04324305153656993,0.0,0.0,0,0.0,57643,0.021730372781468943,0.021570328982956632,0.00016004379851231043,0.021730372781468943,8,4096,57514,0.9977620873306385
llama8b,seed0,8,model.layers.15.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.031787694786780646,0.0,0.0,0,0.0,57728,0.016046701840528768,0.01596983792731997,7.686391320879671e-05,0.016046701840528768,8,4096,57641,0.9984929323725056
llama8b,seed0,8,model.layers.15.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.05707678684676615,0.0,0.0,0,0.0,57664,0.02870941235236313,0.028440286635890988,0.00026912571647214056,0.02870941235236313,9,4608,57505,0.9972426470588235
llama8b,seed0,8,model.layers.15.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.04105147588183055,0.0,0.0,0,0.0,57989,0.02086820566507404,0.020742861809807653,0.00012534385526638547,0.02086820566507404,9,4608,57884,0.9981893117660245
llama8b,seed0,8,model.layers.15.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.06487840881287196,0.0,0.0,0,0.0,57629,0.03283278649040322,0.03251814269191816,0.0003146437984850592,0.03283278649040322,9,4608,57465,0.9971542105537142
llama8b,seed0,8,model.layers.15.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04709284781836508,0.0,0.0,0,0.0,57967,0.0239107144674838,0.023750372067455283,0.00016034240002851807,0.0239107144674838,9,4608,57842,0.9978436006693463
llama8b,seed0,8,model.layers.16.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.012431683369210012,0.0,0.0,0,0.0,16521,0.0063113535816210105,0.00625646122560131,5.489235601970066e-05,0.0063113535816210105,7,3584,16471,0.9969735488166576
llama8b,seed0,8,model.layers.16.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.008533374422573743,0.0,0.0,0,0.0,16639,0.0043757257979268075,0.004299442191774124,7.628360615268351e-05,0.0043757257979268075,7,3584,16567,0.9956728168760142
llama8b,seed0,8,model.layers.16.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.005102806147741473,0.0,0.0,0,0.0,4129,0.0026120948577883912,0.0025805599490944936,3.1534908693897634e-05,0.0026120948577883912,0,0,4114,0.9963671591184307
llama8b,seed0,8,model.layers.16.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.0033436047286515315,0.0,0.0,0,0.0,4118,0.0017060644355904875,0.0016923679449206974,1.3696490669790062e-05,0.0017060644355904875,0,0,4109,0.9978144730451676
llama8b,seed0,8,model.layers.16.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.01073389539779196,0.0,0.0,0,0.0,4210,0.005474128979574722,0.005395843942290035,7.828503728468661e-05,0.005474128979574722,5,2560,4188,0.9947743467933492
llama8b,seed0,8,model.layers.16.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.007607809627165479,0.0,0.0,0,0.0,4219,0.0039027994872420646,0.003759389009541786,0.0001434104777002787,0.0039027994872420646,5,2560,4177,0.9900450343683337
llama8b,seed0,8,model.layers.16.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.022105350846027397,0.0,0.0,0,0.0,16561,0.01131048012376873,0.01115304425431679,0.00015743586945193844,0.01131048012376873,7,3584,16488,0.9955920536199505
llama8b,seed0,8,model.layers.16.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.01518366728088049,0.0,0.0,0,0.0,16685,0.007889176303596403,0.00778799108529913,0.00010118521829727278,0.007889176303596403,7,3584,16603,0.9950854060533413
llama8b,seed0,8,model.layers.16.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.044787561388959216,0.0,0.0,0,0.0,57732,0.022558436244317345,0.022400827657089492,0.0001576085872278532,0.022558436244317345,6,3072,57612,0.9979214300561214
llama8b,seed0,8,model.layers.16.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.03364640049744731,0.0,0.0,0,0.0,57755,0.016977230436973207,0.016891381010628096,8.584942634511095e-05,0.016977230436973207,6,3072,57668,0.9984936369145528
llama8b,seed0,8,model.layers.16.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.055564793981525334,0.0,0.0,0,0.0,57626,0.02787745772095676,0.027637486185820598,0.0002399715351361631,0.02787745772095676,14,7168,57473,0.9973449484607643
llama8b,seed0,8,model.layers.16.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.04031751987854271,0.0,0.0,0,0.0,57724,0.020346624222575327,0.02026183788301686,8.478633955846804e-05,0.020346624222575327,14,7168,57639,0.9985274755734184
llama8b,seed0,8,model.layers.16.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.06514838231991762,0.0,0.0,0,0.0,57915,0.032947519521952184,0.03266399086449623,0.0002835286574559559,0.032947519521952184,10,5120,57765,0.9974099974099974
llama8b,seed0,8,model.layers.16.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04801957661260523,0.0,0.0,0,0.0,57903,0.02442658992454809,0.024249904655483337,0.00017668526906475246,0.02442658992454809,10,5120,57783,0.9979275685197658
llama8b,seed0,8,model.layers.17.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.010727698296391528,0.0,0.0,0,0.0,16418,0.0053382756449677285,0.005270805745347364,6.746989962036487e-05,0.0053382756449677285,8,4096,16367,0.9968936533073456
llama8b,seed0,8,model.layers.17.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.007194295838483244,0.0,0.0,0,0.0,16551,0.0036170012558915327,0.0035540838725569507,6.291738333458197e-05,0.0036170012558915327,8,4096,16498,0.9967977765693916
llama8b,seed0,8,model.layers.17.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.004766659219644122,0.0,0.0,0,0.0,4075,0.0023171056762268695,0.002292435210131758,2.4670466095111365e-05,0.0023171056762268695,12,6144,4050,0.9938650306748467
llama8b,seed0,8,model.layers.17.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.0032487666041430482,0.0,0.0,0,0.0,4142,0.0015846148587757881,0.0014665058945559119,0.00011810896421987627,0.0015846148587757881,12,6144,4090,0.987445678416224
llama8b,seed0,8,model.layers.17.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.009419117613269301,0.0,0.0,0,0.0,4156,0.0047885125974515,0.004713731519106257,7.478107834524295e-05,0.0047885125974515,3,1536,4134,0.9947064485081809
llama8b,seed0,8,model.layers.17.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.006585905274586273,0.0,0.0,0,0.0,4196,0.0034792616733813897,0.0034167158638390427,6.254580954234701e-05,0.0034792616733813897,3,1536,4179,0.9959485224022879
llama8b,seed0,8,model.layers.17.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.018865629345788795,0.0,0.0,0,0.0,16589,0.009660239957935537,0.009571037913873273,8.920204406226429e-05,0.009660239957935537,13,6656,16529,0.9963831454578335
llama8b,seed0,8,model.layers.17.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.01305560641420224,0.0,0.0,0,0.0,16677,0.006763905765398898,0.006681565763787811,8.234000161108646e-05,0.006763905765398898,13,6656,16610,0.9959824908556695
llama8b,seed0,8,model.layers.17.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.04628759637093956,0.0,0.0,0,0.0,57551,0.023250796111298516,0.023083479453976513,0.00016731665732200307,0.023250796111298516,4,2048,57432,0.997932268770308
llama8b,seed0,8,model.layers.17.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.03467314090475209,0.0,0.0,0,0.0,57816,0.0175111414912541,0.017441875161295223,6.926632995887805e-05,0.0175111414912541,4,2048,57743,0.9987373737373737
llama8b,seed0,8,model.layers.17.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.05619971510490242,0.0,0.0,0,0.0,57835,0.02846570955549431,0.02822730860505583,0.00023840095043847764,0.02846570955549431,8,4096,57688,0.9974582865047117
llama8b,seed0,8,model.layers.17.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.04092286260949857,0.0,0.0,0,0.0,57709,0.020732144527984733,0.020626533195326008,0.00010561133265872547,0.020732144527984733,8,4096,57613,0.9983364813114073
llama8b,seed0,8,model.layers.17.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.06807722762451193,0.0,0.0,0,0.0,58117,0.034588600039932915,0.03428637899454176,0.00030222104539115446,0.034588600039932915,11,5632,57965,0.9973845862656365
llama8b,seed0,8,model.layers.17.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04981341182198658,0.0,0.0,0,0.0,57989,0.025428883568106853,0.02528615623707578,0.00014272733103107282,0.025428883568106853,11,5632,57891,0.9983100243149563
llama8b,seed0,8,model.layers.18.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.009791496764690792,0.0,0.0,0,0.0,16523,0.004956639889779153,0.004902841608372289,5.3798281406863824e-05,0.004956639889779153,3,1536,16481,0.9974580887248078
llama8b,seed0,8,model.layers.18.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.006428803290138393,0.0,0.0,0,0.0,16692,0.0032875621402132455,0.00326657062896494,2.099151124830556e-05,0.0032875621402132455,3,1536,16664,0.9983225497244189
llama8b,seed0,8,model.layers.18.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.004035627520437832,0.0,0.0,0,0.0,4072,0.0019806406193557183,0.0019590356441915383,2.160497516418003e-05,0.0019806406193557183,2,1024,4058,0.9965618860510805
llama8b,seed0,8,model.layers.18.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.002722066600261197,0.0,0.0,0,0.0,4154,0.0013674481574562306,0.0013626925518425929,4.755605613637748e-06,0.0013674481574562306,2,1024,4149,0.9987963408762638
llama8b,seed0,8,model.layers.18.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.008037878075634886,0.0,0.0,0,0.0,4150,0.00407523472860305,0.0040173035962530745,5.793113234997538e-05,0.00407523472860305,7,3584,4128,0.9946987951807229
llama8b,seed0,8,model.layers.18.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.005862991777258041,0.0,0.0,0,0.0,4153,0.002956469885388696,0.002930815817129756,2.565406825894012e-05,0.002956469885388696,7,3584,4137,0.9961473633517939
llama8b,seed0,8,model.layers.18.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.016804742912132464,0.0,0.0,0,0.0,16564,0.00846351928858148,0.008397846056454397,6.567323212708365e-05,0.00846351928858148,7,3584,16518,0.9972228930210094
llama8b,seed0,8,model.layers.18.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.012065596089980403,0.0,0.0,0,0.0,16612,0.00611273641542788,0.006070668552861168,4.20678625667123e-05,0.00611273641542788,7,3584,16564,0.9971105225138455
llama8b,seed0,8,model.layers.18.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.04749405956674625,0.0,0.0,0,0.0,57689,0.024049077325055665,0.023870191445195074,0.0001788858798605908,0.024049077325055665,5,2560,57570,0.9979372150669972
llama8b,seed0,8,model.layers.18.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.03604597069141911,0.0,0.0,0,0.0,57758,0.018253126668931745,0.01818341805013266,6.970861879908308e-05,0.018253126668931745,5,2560,57686,0.9987534194397313
llama8b,seed0,8,model.layers.18.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.053846287111737404,0.0,0.0,0,0.0,57781,0.027305900367208036,0.027085300443158045,0.00022059992404999118,0.027305900367208036,9,4608,57646,0.9976635918381475
llama8b,seed0,8,model.layers.18.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.039435469471482916,0.0,0.0,0,0.0,57992,0.020049670689759568,0.019943824893897975,0.00010584579586159215,0.020049670689759568,9,4608,57894,0.9983101117395503
llama8b,seed0,8,model.layers.18.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.06457738909651925,0.0,0.0,0,0.0,57782,0.03260680612951311,0.032344264028113745,0.0002625421013993656,0.03260680612951311,18,9216,57638,0.9975078744245612
llama8b,seed0,8,model.layers.18.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04766788934531737,0.0,0.0,0,0.0,57812,0.024133657378499387,0.023993956789813878,0.0001397005886855096,0.024133657378499387,18,9216,57701,0.998079983394451
llama8b,seed0,8,model.layers.19.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.008742913404804832,0.0,0.0,0,0.0,16430,0.004408490355727381,0.004376191340769579,3.229901495780188e-05,0.004408490355727381,1,512,16398,0.9980523432744979
llama8b,seed0,8,model.layers.19.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.005872685399778438,0.0,0.0,0,0.0,16538,0.0029319699275498355,0.0029138729932753978,1.809693427443776e-05,0.0029319699275498355,1,512,16505,0.9980045954770831
llama8b,seed0,8,model.layers.19.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.0036912944202452842,0.0,0.0,0,0.0,4144,0.0019102087939194372,0.0018911412695173137,1.9067524402123504e-05,0.0019102087939194372,2,1024,4128,0.9961389961389961
llama8b,seed0,8,model.layers.19.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.0024665406975616696,0.0,0.0,0,0.0,4214,0.0012949424991186807,0.001284303859971244,1.063863914743668e-05,0.0012949424991186807,2,1024,4201,0.9969150450878026
llama8b,seed0,8,model.layers.19.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.006888370721725934,0.0,0.0,0,0.0,4197,0.0035771254852623446,0.003544996298510128,3.2129186752216654e-05,0.0035771254852623446,2,1024,4183,0.9966642840123898
llama8b,seed0,8,model.layers.19.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.004925014638311076,0.0,0.0,0,0.0,4167,0.002514631804559714,0.0024793739817324523,3.525782282726153e-05,0.002514631804559714,2,1024,4153,0.9966402687784978
llama8b,seed0,8,model.layers.19.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.013744150470100053,0.0,0.0,0,0.0,16610,0.006993696731768653,0.006919975059538966,7.37216722296874e-05,0.006993696731768653,5,2560,16555,0.9966887417218543
llama8b,seed0,8,model.layers.19.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.009701706649812345,0.0,0.0,0,0.0,16611,0.004923736025979269,0.004864889531040358,5.884649493891059e-05,0.004923736025979269,5,2560,16546,0.9960869303473602
llama8b,seed0,8,model.layers.19.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.048108175278037846,0.0,0.0,0,0.0,57908,0.02440792751083065,0.024248622526297114,0.00015930498453353703,0.02440792751083065,10,5120,57793,0.9980140913172618
llama8b,seed0,8,model.layers.19.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.036639151503183365,0.0,0.0,0,0.0,57954,0.01862312801032793,0.0185454237116068,7.770429872112905e-05,0.01862312801032793,10,5120,57872,0.9985850847223661
llama8b,seed0,8,model.layers.19.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.05332177546847361,0.0,0.0,0,0.0,57837,0.026948944041752437,0.026728644131247842,0.00022029991050459552,0.026948944041752437,13,6656,57694,0.9975275342773657
llama8b,seed0,8,model.layers.19.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.03936735019376986,0.0,0.0,0,0.0,57959,0.019964937097188856,0.0198915571399923,7.337995719655654e-05,0.019964937097188856,13,6656,57880,0.9986369675115168
llama8b,seed0,8,model.layers.19.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.06176863400299189,0.0,0.0,0,0.0,57980,0.031316667184938016,0.031068613626048222,0.00024805355888979363,0.031316667184938016,17,8704,57835,0.9974991376336668
llama8b,seed0,8,model.layers.19.mlp.down_proj,kl,analytical_only,True,58720256,114688,0.0,0.04532680707259489,0.0,0.0,0,0.0,58012,0.023027032982065793,0.022937731644533166,8.930133753262681e-05,0.023027032982065793,17,8704,57930,0.9985864993449631
llama8b,seed0,8,model.layers.20.self_attn.q_proj,ce,analytical_only,True,16777216,32768,0.0,0.008018635592050677,0.0,0.0,0,0.0,16397,0.003990287476435877,0.003954720064122124,3.556741231375282e-05,0.003990287476435877,1,512,16356,0.997499542599256
llama8b,seed0,8,model.layers.20.self_attn.q_proj,kl,analytical_only,True,16777216,32768,0.0,0.005155926368060702,0.0,0.0,0,0.0,16496,0.002600625945675213,0.0025733325471799717,2.7293398495241428e-05,0.002600625945675213,1,512,16464,0.9980601357904947
llama8b,seed0,8,model.layers.20.self_attn.k_proj,ce,analytical_only,True,4194304,8192,0.0,0.0031620920428139312,0.0,0.0,0,0.0,4060,0.0015557087071365189,0.0015393980760062403,1.631063113027853e-05,0.0015557087071365189,0,0,4049,0.9972906403940887
llama8b,seed0,8,model.layers.20.self_attn.k_proj,kl,analytical_only,True,4194304,8192,0.0,0.0021330260502799535,0.0,0.0,0,0.0,4101,0.0010665040366081742,0.0010498621136289694,1.664192297920475e-05,0.0010665040366081742,0,0,4092,0.9978054133138259
llama8b,seed0,8,model.layers.20.self_attn.v_proj,ce,analytical_only,True,4194304,8192,0.0,0.006605031114904597,0.0,0.0,0,0.0,4167,0.0033345466396351164,0.003275468869835374,5.907776979974244e-05,0.0033345466396351164,2,1024,4145,0.9947204223662107
llama8b,seed0,8,model.layers.20.self_attn.v_proj,kl,analytical_only,True,4194304,8192,0.0,0.00461955543289206,0.0,0.0,0,0.0,4187,0.002362823171172132,0.0023267668388058244,3.6056332366307675e-05,0.002362823171172132,2,1024,4168,0.9954621447336995
llama8b,seed0,8,model.layers.20.self_attn.o_proj,ce,analytical_only,True,16777216,32768,0.0,0.01169279699351801,0.0,0.0,0,0.0,16648,0.005980185941105026,0.005932772044685147,4.741389641987892e-05,0.005980185941105026,5,2560,16600,0.9971167707832773
llama8b,seed0,8,model.layers.20.self_attn.o_proj,kl,analytical_only,True,16777216,32768,0.0,0.007889836443462226,0.0,0.0,0,0.0,16535,0.004027948645456209,0.003987523236736557,4.0425408719652056e-05,0.004027948645456209,5,2560,16482,0.9967946779558512
llama8b,seed0,8,model.layers.20.mlp.gate_proj,ce,analytical_only,True,58720256,114688,0.0,0.04813300247279716,0.0,0.0,0,0.0,57527,0.024314052844279177,0.02413043888717653,0.00018361395710264627,0.024314052844279177,13,6656,57393,0.9976706589949067
llama8b,seed0,8,model.layers.20.mlp.gate_proj,kl,analytical_only,True,58720256,114688,0.0,0.036353642578782736,0.0,0.0,0,0.0,57789,0.018456177045394883,0.01837086746940419,8.530957599069133e-05,0.018456177045394883,13,6656,57698,0.9984253058540553
llama8b,seed0,8,model.layers.20.mlp.up_proj,ce,analytical_only,True,58720256,114688,0.0,0.05182196031239997,0.0,0.0,0,0.0,57916,0.026299632835857595,0.026112360593747858,0.00018727224210973725,0.026299632835857595,15,7680,57788,0.997789902617584
llama8b,seed0,8,model.layers.20.mlp.up_proj,kl,analytical_only,True,58720256,114688,0.0,0.03821200456120029,0.0,0.0,0,0.0,57924,0.019470839695963374,0.019390823784560626,8.001591140274766e-05,0.019470839695963374,15,7680,57840,0.9985498239071887
llama8b,seed0,8,model.layers.20.mlp.down_proj,ce,analytical_only,True,58720256,114688,0.0,0.05916906050289358,0.0,0.0,0,0.0,57833,0.029907762810691074,0.029657346407359286,0.00025041640333178794,0.029907762810691074,15,7680,57684,0.9974236162744454
