model,draw,policy,task,metric,value,status,source,source_sha256,map_hash,num_fewshot,lm_eval_version,paired_ci,reason
qwen4b,seed0,ce_matched,openbookqa,,,coverage_gap,,,9ff4503c8c41a1357248869ad0968811d40ca2036460c6245140889fa753c553,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,ce_matched,boolq,,,coverage_gap,,,9ff4503c8c41a1357248869ad0968811d40ca2036460c6245140889fa753c553,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,ce_matched,winogrande,,,coverage_gap,,,9ff4503c8c41a1357248869ad0968811d40ca2036460c6245140889fa753c553,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,ce_matched,piqa,,,coverage_gap,,,9ff4503c8c41a1357248869ad0968811d40ca2036460c6245140889fa753c553,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,ce_matched,mmlu,,,coverage_gap,,,9ff4503c8c41a1357248869ad0968811d40ca2036460c6245140889fa753c553,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,arc_easy,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,arc_challenge,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,hellaswag,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,openbookqa,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,boolq,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,winogrande,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,piqa,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
qwen4b,seed0,kl_matched,mmlu,,,coverage_gap,,,0b8a87d581c779c0427a85385888bb844b97ae7b9c5bee542f634c894228a3c4,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,baseline,arc_easy,acc_norm,0.7807239057239057,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,arc_challenge,acc_norm,0.5204778156996587,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,hellaswag,acc_norm,0.8042222664807808,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,openbookqa,acc_norm,0.466,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,boolq,acc,0.8061162079510703,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,winogrande,acc,0.7348066298342542,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,piqa,acc_norm,0.8177366702937976,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,baseline,mmlu,acc,0.5735650192280302,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_four_over_six_attempt1/lmeval/lmeval_report.json,8a83714df0430b61096297f42124a091272d8ec63b67988baed52bffa1b44823,,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,arc_easy,acc_norm,0.7849326599326599,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,arc_challenge,acc_norm,0.5221843003412969,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,hellaswag,acc_norm,0.8037243576976698,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,openbookqa,acc_norm,0.474,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,boolq,acc,0.8107033639143731,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,winogrande,acc,0.7371744277821626,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,piqa,acc_norm,0.8144722524483133,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,joint,mmlu,acc,0.5754878222475431,sealed_report_reuse,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V63_acc_full8_mistral7b_n16_k3_attempt1/lmeval/lmeval_report.json,ae35608517d4f45bf935e1bb933cac85132d4231c6fabc3efb28a9bb5e330f5e,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,0,0.4.11,not recomputed; no CI fabricated from aggregates,
mistral7b,seed0,ce_matched,arc_easy,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
