model,draw,policy,task,metric,value,status,source,source_sha256,map_hash,num_fewshot,lm_eval_version,paired_ci,reason
mistral7b,seed0,ce_matched,arc_challenge,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,ce_matched,hellaswag,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,ce_matched,openbookqa,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,ce_matched,boolq,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,ce_matched,winogrande,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,ce_matched,piqa,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,ce_matched,mmlu,,,coverage_gap,,,d0a12508e6b0cfc14ac828a735d59a193ddbae7981317a7ad7a299d82f114d54,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,arc_easy,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,arc_challenge,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,hellaswag,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,openbookqa,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,boolq,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,winogrande,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,piqa,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
mistral7b,seed0,kl_matched,mmlu,,,coverage_gap,,,660cbad8c1046aa67dd3e20601bca1cececdb87a3793bb6c293d35c665555039,,,,No matching full8 map result; secondary evaluation not yet scheduled. PPL anchor success is not accuracy validation.
