model,draw_a,draw_b,ranking,scope,U,K_a,K_b,intersection,jaccard,containment_a_to_b,containment_b_to_a,overlap_coefficient,empty_a,empty_b,expected_intersection_module,expected_intersection_global,null_intersection_mean,null_jaccard_lo,null_jaccard_median,null_jaccard_hi,null_containment_a_lo,null_containment_a_median,null_containment_a_hi,null_containment_b_lo,null_containment_b_median,null_containment_b_hi,allocation_share_L1,allocation_spearman
llama8b,draw3,draw4,joint_z_diagnostic,fixed_module_min_quota,6815744,1001,1001,301,0.17695473251028807,0.3006993006993007,0.3006993006993007,0.3006993006993007,False,False,2.1721627371651784,0.14701271057128906,2.126,0.0,0.001,0.003006012024048096,0.0,0.001998001998001998,0.005994005994005994,0.0,0.001998001998001998,0.005994005994005994,0.0,1.0
llama8b,seed0,draw1,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1545,0.1278444352503103,0.22670579603815114,0.22670579603815114,0.22670579603815114,False,False,93.65733119419643,6.814256081214318,93.78,0.005607200826324332,0.006944444444444444,0.008210666469413418,0.011151870873074102,0.013793103448275862,0.016287600880410858,0.011151870873074102,0.013793103448275862,0.016287600880410858,0.28701393983859136,0.8804648351617089
llama8b,seed0,draw2,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1587,0.13177779623017521,0.23286867204695524,0.23286867204695524,0.23286867204695524,False,False,97.0235595703125,6.814256081214318,97.176,0.005829828056969966,0.00716766422818296,0.008732978093546477,0.011592076302274395,0.014233308877476156,0.017314746881878208,0.011592076302274395,0.014233308877476156,0.017314746881878208,0.24915627292736608,0.8533471839038355
llama8b,seed0,draw3,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1699,0.14240214567094125,0.24930300807043287,0.24930300807043287,0.24930300807043287,False,False,132.11125837053572,6.814256081214318,131.896,0.008283384726537822,0.00977922655208179,0.011352674927654523,0.016430667644900955,0.019369038884812912,0.022450476889214966,0.016430667644900955,0.019369038884812912,0.022450476889214966,0.43815113719735876,0.8358172082408357
llama8b,seed0,draw4,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1623,0.13517115016240527,0.23815113719735878,0.23815113719735878,0.23815113719735878,False,False,105.33446393694196,6.814256081214318,105.256,0.006349675132900177,0.007763401109057301,0.009182972856195714,0.012619222303741746,0.015407190022010272,0.01819882611885546,0.012619222303741746,0.015407190022010272,0.01819882611885546,0.3457079970652972,0.8109339633157642
llama8b,draw1,draw2,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1497,0.12338251050853045,0.21966250917094643,0.21966250917094643,0.21966250917094643,False,False,91.939453125,6.814256081214318,92.441,0.0054588374151667155,0.006795686216575565,0.008210666469413418,0.010858400586940571,0.013499633162142333,0.016287600880410858,0.010858400586940571,0.013499633162142333,0.016287600880410858,0.2600146735143067,0.8889659269638691
llama8b,draw1,draw3,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1653,0.13801452784503632,0.2425531914893617,0.2425531914893617,0.2425531914893617,False,False,127.89533342633929,6.814256081214318,127.897,0.007837917775805975,0.009480077025625833,0.011202611469693598,0.015553925165077037,0.018782098312545854,0.02215700660308144,0.015553925165077037,0.018782098312545854,0.02215700660308144,0.46837857666911226,0.8390239994203106
llama8b,draw1,draw4,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1579,0.13102647083229607,0.23169479090242112,0.23169479090242112,0.23169479090242112,False,False,101.1116943359375,6.814256081214318,101.1,0.006124961149047977,0.007465444600487841,0.008807638220709051,0.012175348495964784,0.014820249449743214,0.017461482024944974,0.012175348495964784,0.014820249449743214,0.017461482024944974,0.35539251650770365,0.8013161266485578
llama8b,draw2,draw3,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1677,0.14029950640006694,0.24607483492296406,0.24607483492296406,0.24607483492296406,False,False,131.09992327008928,6.814256081214318,130.967,0.008136094674556213,0.009704422549818506,0.011352674927654523,0.016140865737344093,0.019222303741746147,0.022450476889214966,0.016140865737344093,0.019222303741746147,0.022450476889214966,0.4314013206162876,0.836910684264839
llama8b,draw2,draw4,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1583,0.1314020087988711,0.2322817314746882,0.2322817314746882,0.2322817314746882,False,False,103.87473842075893,6.814256081214318,104.009,0.006349675132900177,0.007688895460594411,0.009106389279632783,0.012619222303741746,0.015260454878943506,0.01804842259721203,0.012619222303741746,0.015260454878943506,0.01804842259721203,0.32223037417461486,0.8284077928057716
llama8b,draw3,draw4,joint_upper_primary,global_fraction_0.001,6815744,6815,6815,1784,0.15059935843322642,0.2617754952311078,0.2617754952311078,0.2617754952311078,False,False,146.66249302455358,6.814256081214318,146.398,0.009328700281710652,0.010827647582319787,0.012479572128955578,0.01848495964783566,0.021423330887747616,0.024651504035216435,0.01848495964783566,0.021423330887747616,0.024651504035216435,0.29728539985326485,0.8546021613786775
llama8b,seed0,draw1,joint_upper_primary,global_fraction_0.005,6815744,34078,34078,12690,0.22878880755778314,0.37238100827513354,0.37238100827513354,0.37238100827513354,False,False,2201.193830217634,170.3864000760592,2200.206,0.032119330657984405,0.03333990327031248,0.034595167740820124,0.06223956804976818,0.06452843476729855,0.06687672398614943,0.06223956804976818,0.06452843476729855,0.06687672398614943,0.17307353717941193,0.9653337354405856
llama8b,seed0,draw2,joint_upper_primary,global_fraction_0.005,6815744,34078,34078,12943,0.23441943020665423,0.37980515288455896,0.37980515288455896,0.37980515288455896,False,False,2170.2515694754466,170.3864000760592,2169.953,0.03161902629005322,0.032901416988709555,0.034124233442400675,0.06129981219555138,0.06370679030459533,0.06599639063325313,0.06129981219555138,0.06370679030459533,0.06599639063325313,0.1588121368624919,0.9484267264105221
llama8b,seed0,draw3,joint_upper_primary,global_fraction_0.005,6815744,34078,34078,11281,0.19834725274725273,0.3310346851341041,0.3310346851341041,0.3310346851341041,False,False,2266.8959524972097,170.3864000760592,2269.445,0.03329172993566868,0.034445599689239895,0.03563273451553608,0.06443820059862668,0.06659721814660485,0.06881345736252127,0.06443820059862668,0.06659721814660485,0.06881345736252127,0.38323845296085457,0.9188109646368616
