model,reference,reference_sha256,historical_ppl_policies,historical_ppl_gpu_hours,rough_gpu_hours_per_two_corpus_map,missing_T2_maps,rough_T2_gpu_hours,missing_T3_maps,rough_T3_gpu_hours,full_baseline_validation_maps,rough_baseline_validation_gpu_hours,n8_reproduction_maps,rough_n8_reproduction_gpu_hours,n16_reproduction_maps,rough_n16_reproduction_gpu_hours,calibration_gpu_hours,qualifier
llama8b,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1,ce6dba98249470f16aab2c85170b0b1853067015519a53da51d6e82b851516b0,6,1.0783965239922206,0.17973275399870345,16,2.875724063979255,4,0.7189310159948138,5,0.8986637699935173,1,0.17973275399870345,1,0.17973275399870345,0.17199008994632298,"Historical rate only, includes mixed baseline costs; pilot/retries/device/wait time and accuracy extra; not a measured new cost"
qwen4b,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1,61ba04a08849dddc388050616ab4649cf8647a7972d36c1afbdd196659d3a19a,6,0.7913100903564029,0.13188501505940048,16,2.1101602409504077,4,0.5275400602376019,5,0.6594250752970023,1,0.13188501505940048,1,0.13188501505940048,0,"Historical rate only, includes mixed baseline costs; pilot/retries/device/wait time and accuracy extra; not a measured new cost"
mistral7b,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1,1f02abefc6cdc2468ff2b68d7bd6343c8aafaec74940b59316ee400ed1fe420e,6,1.0947563356161119,0.18245938926935198,16,2.9193502283096318,4,0.7298375570774079,5,0.91229694634676,1,0.18245938926935198,1,0.18245938926935198,0.19621256854799057,"Historical rate only, includes mixed baseline costs; pilot/retries/device/wait time and accuracy extra; not a measured new cost"
