model,draw,module,U,K,density,density_ratio_vs_seed0
mistral7b,draw3,model.layers.18.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.18.self_attn.q_proj,16384,5,0.00030517578125,2.5
mistral7b,seed0,model.layers.18.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw1,model.layers.18.self_attn.v_proj,4096,3,0.000732421875,3.0
mistral7b,draw2,model.layers.18.self_attn.v_proj,4096,2,0.00048828125,2.0
mistral7b,draw3,model.layers.18.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw4,model.layers.18.self_attn.v_proj,4096,8,0.001953125,8.0
mistral7b,seed0,model.layers.19.mlp.down_proj,57344,65,0.0011335100446428572,1.0
mistral7b,draw1,model.layers.19.mlp.down_proj,57344,61,0.0010637555803571428,0.9384615384615385
mistral7b,draw2,model.layers.19.mlp.down_proj,57344,69,0.0012032645089285715,1.0615384615384615
mistral7b,draw3,model.layers.19.mlp.down_proj,57344,58,0.0010114397321428572,0.8923076923076924
mistral7b,draw4,model.layers.19.mlp.down_proj,57344,57,0.0009940011160714285,0.8769230769230769
mistral7b,seed0,model.layers.19.mlp.gate_proj,57344,14,0.000244140625,1.0
mistral7b,draw1,model.layers.19.mlp.gate_proj,57344,18,0.0003138950892857143,1.2857142857142858
mistral7b,draw2,model.layers.19.mlp.gate_proj,57344,20,0.00034877232142857144,1.4285714285714286
mistral7b,draw3,model.layers.19.mlp.gate_proj,57344,13,0.00022670200892857144,0.9285714285714286
mistral7b,draw4,model.layers.19.mlp.gate_proj,57344,15,0.00026157924107142856,1.0714285714285714
mistral7b,seed0,model.layers.19.mlp.up_proj,57344,15,0.00026157924107142856,1.0
mistral7b,draw1,model.layers.19.mlp.up_proj,57344,10,0.00017438616071428572,0.6666666666666666
mistral7b,draw2,model.layers.19.mlp.up_proj,57344,16,0.00027901785714285713,1.0666666666666667
mistral7b,draw3,model.layers.19.mlp.up_proj,57344,10,0.00017438616071428572,0.6666666666666666
mistral7b,draw4,model.layers.19.mlp.up_proj,57344,14,0.000244140625,0.9333333333333333
mistral7b,seed0,model.layers.19.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.19.self_attn.k_proj,4096,0,0.0,
mistral7b,draw2,model.layers.19.self_attn.k_proj,4096,1,0.000244140625,
mistral7b,draw3,model.layers.19.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.19.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.19.self_attn.o_proj,16384,3,0.00018310546875,1.0
mistral7b,draw1,model.layers.19.self_attn.o_proj,16384,3,0.00018310546875,1.0
mistral7b,draw2,model.layers.19.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw3,model.layers.19.self_attn.o_proj,16384,2,0.0001220703125,0.6666666666666666
mistral7b,draw4,model.layers.19.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,seed0,model.layers.19.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.19.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw2,model.layers.19.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw3,model.layers.19.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.19.self_attn.q_proj,16384,2,0.0001220703125,2.0
mistral7b,seed0,model.layers.19.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw1,model.layers.19.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw2,model.layers.19.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw3,model.layers.19.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw4,model.layers.19.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,seed0,model.layers.2.mlp.down_proj,57344,0,0.0,
mistral7b,draw1,model.layers.2.mlp.down_proj,57344,3,5.231584821428571e-05,
mistral7b,draw2,model.layers.2.mlp.down_proj,57344,2,3.487723214285714e-05,
mistral7b,draw3,model.layers.2.mlp.down_proj,57344,0,0.0,
mistral7b,draw4,model.layers.2.mlp.down_proj,57344,4,6.975446428571428e-05,
mistral7b,seed0,model.layers.2.mlp.gate_proj,57344,3,5.231584821428571e-05,1.0
mistral7b,draw1,model.layers.2.mlp.gate_proj,57344,1,1.743861607142857e-05,0.3333333333333333
mistral7b,draw2,model.layers.2.mlp.gate_proj,57344,1,1.743861607142857e-05,0.3333333333333333
mistral7b,draw3,model.layers.2.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.2.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,seed0,model.layers.2.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw1,model.layers.2.mlp.up_proj,57344,4,6.975446428571428e-05,4.0
mistral7b,draw2,model.layers.2.mlp.up_proj,57344,3,5.231584821428571e-05,3.0
mistral7b,draw3,model.layers.2.mlp.up_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.2.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,seed0,model.layers.2.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.2.self_attn.k_proj,4096,1,0.000244140625,
mistral7b,draw2,model.layers.2.self_attn.k_proj,4096,4,0.0009765625,
mistral7b,draw3,model.layers.2.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.2.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.2.self_attn.o_proj,16384,2,0.0001220703125,1.0
mistral7b,draw1,model.layers.2.self_attn.o_proj,16384,2,0.0001220703125,1.0
mistral7b,draw2,model.layers.2.self_attn.o_proj,16384,3,0.00018310546875,1.5
mistral7b,draw3,model.layers.2.self_attn.o_proj,16384,4,0.000244140625,2.0
mistral7b,draw4,model.layers.2.self_attn.o_proj,16384,2,0.0001220703125,1.0
mistral7b,seed0,model.layers.2.self_attn.q_proj,16384,2,0.0001220703125,1.0
mistral7b,draw1,model.layers.2.self_attn.q_proj,16384,4,0.000244140625,2.0
mistral7b,draw2,model.layers.2.self_attn.q_proj,16384,6,0.0003662109375,3.0
mistral7b,draw3,model.layers.2.self_attn.q_proj,16384,2,0.0001220703125,1.0
mistral7b,draw4,model.layers.2.self_attn.q_proj,16384,8,0.00048828125,4.0
mistral7b,seed0,model.layers.2.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw1,model.layers.2.self_attn.v_proj,4096,2,0.00048828125,2.0
mistral7b,draw2,model.layers.2.self_attn.v_proj,4096,4,0.0009765625,4.0
mistral7b,draw3,model.layers.2.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw4,model.layers.2.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,seed0,model.layers.20.mlp.down_proj,57344,3,5.231584821428571e-05,1.0
mistral7b,draw1,model.layers.20.mlp.down_proj,57344,4,6.975446428571428e-05,1.3333333333333333
mistral7b,draw2,model.layers.20.mlp.down_proj,57344,0,0.0,0.0
mistral7b,draw3,model.layers.20.mlp.down_proj,57344,1,1.743861607142857e-05,0.3333333333333333
mistral7b,draw4,model.layers.20.mlp.down_proj,57344,5,8.719308035714286e-05,1.6666666666666667
mistral7b,seed0,model.layers.20.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.20.mlp.gate_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw2,model.layers.20.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw3,model.layers.20.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.20.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,seed0,model.layers.20.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw1,model.layers.20.mlp.up_proj,57344,3,5.231584821428571e-05,3.0
mistral7b,draw2,model.layers.20.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw3,model.layers.20.mlp.up_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.20.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,seed0,model.layers.20.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.20.self_attn.k_proj,4096,0,0.0,
mistral7b,draw2,model.layers.20.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.20.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.20.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.20.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.20.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw2,model.layers.20.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw3,model.layers.20.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.20.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,seed0,model.layers.20.self_attn.q_proj,16384,2,0.0001220703125,1.0
mistral7b,draw1,model.layers.20.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw2,model.layers.20.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw3,model.layers.20.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.20.self_attn.q_proj,16384,2,0.0001220703125,1.0
mistral7b,seed0,model.layers.20.self_attn.v_proj,4096,0,0.0,
mistral7b,draw1,model.layers.20.self_attn.v_proj,4096,1,0.000244140625,
mistral7b,draw2,model.layers.20.self_attn.v_proj,4096,0,0.0,
mistral7b,draw3,model.layers.20.self_attn.v_proj,4096,0,0.0,
mistral7b,draw4,model.layers.20.self_attn.v_proj,4096,0,0.0,
mistral7b,seed0,model.layers.21.mlp.down_proj,57344,4,6.975446428571428e-05,1.0
mistral7b,draw1,model.layers.21.mlp.down_proj,57344,2,3.487723214285714e-05,0.5
mistral7b,draw2,model.layers.21.mlp.down_proj,57344,3,5.231584821428571e-05,0.75
mistral7b,draw3,model.layers.21.mlp.down_proj,57344,1,1.743861607142857e-05,0.25
mistral7b,draw4,model.layers.21.mlp.down_proj,57344,3,5.231584821428571e-05,0.75
mistral7b,seed0,model.layers.21.mlp.gate_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw1,model.layers.21.mlp.gate_proj,57344,3,5.231584821428571e-05,3.0
mistral7b,draw2,model.layers.21.mlp.gate_proj,57344,2,3.487723214285714e-05,2.0
mistral7b,draw3,model.layers.21.mlp.gate_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw4,model.layers.21.mlp.gate_proj,57344,3,5.231584821428571e-05,3.0
mistral7b,seed0,model.layers.21.mlp.up_proj,57344,0,0.0,
mistral7b,draw1,model.layers.21.mlp.up_proj,57344,3,5.231584821428571e-05,
mistral7b,draw2,model.layers.21.mlp.up_proj,57344,1,1.743861607142857e-05,
mistral7b,draw3,model.layers.21.mlp.up_proj,57344,1,1.743861607142857e-05,
mistral7b,draw4,model.layers.21.mlp.up_proj,57344,0,0.0,
mistral7b,seed0,model.layers.21.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.21.self_attn.k_proj,4096,0,0.0,
mistral7b,draw2,model.layers.21.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.21.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.21.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.21.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.21.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw2,model.layers.21.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw3,model.layers.21.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.21.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,seed0,model.layers.21.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.21.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw2,model.layers.21.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw3,model.layers.21.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.21.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,seed0,model.layers.21.self_attn.v_proj,4096,0,0.0,
mistral7b,draw1,model.layers.21.self_attn.v_proj,4096,0,0.0,
mistral7b,draw2,model.layers.21.self_attn.v_proj,4096,0,0.0,
mistral7b,draw3,model.layers.21.self_attn.v_proj,4096,0,0.0,
mistral7b,draw4,model.layers.21.self_attn.v_proj,4096,1,0.000244140625,
mistral7b,seed0,model.layers.22.mlp.down_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.22.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw2,model.layers.22.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw3,model.layers.22.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw4,model.layers.22.mlp.down_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,seed0,model.layers.22.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.22.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw2,model.layers.22.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw3,model.layers.22.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.22.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,seed0,model.layers.22.mlp.up_proj,57344,0,0.0,
mistral7b,draw1,model.layers.22.mlp.up_proj,57344,3,5.231584821428571e-05,
mistral7b,draw2,model.layers.22.mlp.up_proj,57344,0,0.0,
mistral7b,draw3,model.layers.22.mlp.up_proj,57344,0,0.0,
mistral7b,draw4,model.layers.22.mlp.up_proj,57344,2,3.487723214285714e-05,
mistral7b,seed0,model.layers.22.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.22.self_attn.k_proj,4096,0,0.0,
mistral7b,draw2,model.layers.22.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.22.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.22.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.22.self_attn.o_proj,16384,0,0.0,
mistral7b,draw1,model.layers.22.self_attn.o_proj,16384,1,6.103515625e-05,
mistral7b,draw2,model.layers.22.self_attn.o_proj,16384,0,0.0,
mistral7b,draw3,model.layers.22.self_attn.o_proj,16384,0,0.0,
mistral7b,draw4,model.layers.22.self_attn.o_proj,16384,1,6.103515625e-05,
mistral7b,seed0,model.layers.22.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.22.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw2,model.layers.22.self_attn.q_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw3,model.layers.22.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.22.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,seed0,model.layers.22.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw1,model.layers.22.self_attn.v_proj,4096,3,0.000732421875,1.5
mistral7b,draw2,model.layers.22.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw3,model.layers.22.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw4,model.layers.22.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,seed0,model.layers.23.mlp.down_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.23.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw2,model.layers.23.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw3,model.layers.23.mlp.down_proj,57344,3,5.231584821428571e-05,1.5
mistral7b,draw4,model.layers.23.mlp.down_proj,57344,3,5.231584821428571e-05,1.5
mistral7b,seed0,model.layers.23.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.23.mlp.gate_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw2,model.layers.23.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw3,model.layers.23.mlp.gate_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw4,model.layers.23.mlp.gate_proj,57344,3,5.231584821428571e-05,1.5
mistral7b,seed0,model.layers.23.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw1,model.layers.23.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw2,model.layers.23.mlp.up_proj,57344,3,5.231584821428571e-05,3.0
mistral7b,draw3,model.layers.23.mlp.up_proj,57344,4,6.975446428571428e-05,4.0
mistral7b,draw4,model.layers.23.mlp.up_proj,57344,0,0.0,0.0
mistral7b,seed0,model.layers.23.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.23.self_attn.k_proj,4096,1,0.000244140625,
mistral7b,draw2,model.layers.23.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.23.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.23.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.23.self_attn.o_proj,16384,2,0.0001220703125,1.0
mistral7b,draw1,model.layers.23.self_attn.o_proj,16384,3,0.00018310546875,1.5
mistral7b,draw2,model.layers.23.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw3,model.layers.23.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.23.self_attn.o_proj,16384,1,6.103515625e-05,0.5
mistral7b,seed0,model.layers.23.self_attn.q_proj,16384,3,0.00018310546875,1.0
mistral7b,draw1,model.layers.23.self_attn.q_proj,16384,2,0.0001220703125,0.6666666666666666
mistral7b,draw2,model.layers.23.self_attn.q_proj,16384,2,0.0001220703125,0.6666666666666666
mistral7b,draw3,model.layers.23.self_attn.q_proj,16384,2,0.0001220703125,0.6666666666666666
mistral7b,draw4,model.layers.23.self_attn.q_proj,16384,1,6.103515625e-05,0.3333333333333333
mistral7b,seed0,model.layers.23.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw1,model.layers.23.self_attn.v_proj,4096,4,0.0009765625,2.0
mistral7b,draw2,model.layers.23.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw3,model.layers.23.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw4,model.layers.23.self_attn.v_proj,4096,1,0.000244140625,0.5
mistral7b,seed0,model.layers.24.mlp.down_proj,57344,0,0.0,
mistral7b,draw1,model.layers.24.mlp.down_proj,57344,0,0.0,
mistral7b,draw2,model.layers.24.mlp.down_proj,57344,0,0.0,
mistral7b,draw3,model.layers.24.mlp.down_proj,57344,0,0.0,
mistral7b,draw4,model.layers.24.mlp.down_proj,57344,1,1.743861607142857e-05,
mistral7b,seed0,model.layers.24.mlp.gate_proj,57344,5,8.719308035714286e-05,1.0
mistral7b,draw1,model.layers.24.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw2,model.layers.24.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw3,model.layers.24.mlp.gate_proj,57344,1,1.743861607142857e-05,0.2
mistral7b,draw4,model.layers.24.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,seed0,model.layers.24.mlp.up_proj,57344,4,6.975446428571428e-05,1.0
mistral7b,draw1,model.layers.24.mlp.up_proj,57344,1,1.743861607142857e-05,0.25
mistral7b,draw2,model.layers.24.mlp.up_proj,57344,3,5.231584821428571e-05,0.75
mistral7b,draw3,model.layers.24.mlp.up_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.24.mlp.up_proj,57344,1,1.743861607142857e-05,0.25
mistral7b,seed0,model.layers.24.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.24.self_attn.k_proj,4096,0,0.0,
mistral7b,draw2,model.layers.24.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.24.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.24.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.24.self_attn.o_proj,16384,0,0.0,
mistral7b,draw1,model.layers.24.self_attn.o_proj,16384,0,0.0,
mistral7b,draw2,model.layers.24.self_attn.o_proj,16384,0,0.0,
mistral7b,draw3,model.layers.24.self_attn.o_proj,16384,0,0.0,
mistral7b,draw4,model.layers.24.self_attn.o_proj,16384,0,0.0,
mistral7b,seed0,model.layers.24.self_attn.q_proj,16384,0,0.0,
mistral7b,draw1,model.layers.24.self_attn.q_proj,16384,0,0.0,
mistral7b,draw2,model.layers.24.self_attn.q_proj,16384,0,0.0,
mistral7b,draw3,model.layers.24.self_attn.q_proj,16384,0,0.0,
mistral7b,draw4,model.layers.24.self_attn.q_proj,16384,1,6.103515625e-05,
mistral7b,seed0,model.layers.24.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw1,model.layers.24.self_attn.v_proj,4096,0,0.0,0.0
mistral7b,draw2,model.layers.24.self_attn.v_proj,4096,1,0.000244140625,0.5
mistral7b,draw3,model.layers.24.self_attn.v_proj,4096,1,0.000244140625,0.5
mistral7b,draw4,model.layers.24.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,seed0,model.layers.25.mlp.down_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.25.mlp.down_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw2,model.layers.25.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw3,model.layers.25.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,draw4,model.layers.25.mlp.down_proj,57344,0,0.0,0.0
mistral7b,seed0,model.layers.25.mlp.gate_proj,57344,0,0.0,
mistral7b,draw1,model.layers.25.mlp.gate_proj,57344,3,5.231584821428571e-05,
mistral7b,draw2,model.layers.25.mlp.gate_proj,57344,6,0.00010463169642857142,
mistral7b,draw3,model.layers.25.mlp.gate_proj,57344,1,1.743861607142857e-05,
mistral7b,draw4,model.layers.25.mlp.gate_proj,57344,1,1.743861607142857e-05,
mistral7b,seed0,model.layers.25.mlp.up_proj,57344,4,6.975446428571428e-05,1.0
mistral7b,draw1,model.layers.25.mlp.up_proj,57344,0,0.0,0.0
mistral7b,draw2,model.layers.25.mlp.up_proj,57344,5,8.719308035714286e-05,1.25
mistral7b,draw3,model.layers.25.mlp.up_proj,57344,2,3.487723214285714e-05,0.5
mistral7b,draw4,model.layers.25.mlp.up_proj,57344,1,1.743861607142857e-05,0.25
mistral7b,seed0,model.layers.25.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.25.self_attn.k_proj,4096,0,0.0,
mistral7b,draw2,model.layers.25.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.25.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.25.self_attn.k_proj,4096,1,0.000244140625,
mistral7b,seed0,model.layers.25.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.25.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw2,model.layers.25.self_attn.o_proj,16384,2,0.0001220703125,2.0
mistral7b,draw3,model.layers.25.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw4,model.layers.25.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,seed0,model.layers.25.self_attn.q_proj,16384,0,0.0,
mistral7b,draw1,model.layers.25.self_attn.q_proj,16384,0,0.0,
mistral7b,draw2,model.layers.25.self_attn.q_proj,16384,1,6.103515625e-05,
mistral7b,draw3,model.layers.25.self_attn.q_proj,16384,0,0.0,
mistral7b,draw4,model.layers.25.self_attn.q_proj,16384,2,0.0001220703125,
mistral7b,seed0,model.layers.25.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw1,model.layers.25.self_attn.v_proj,4096,4,0.0009765625,4.0
mistral7b,draw2,model.layers.25.self_attn.v_proj,4096,5,0.001220703125,5.0
mistral7b,draw3,model.layers.25.self_attn.v_proj,4096,1,0.000244140625,1.0
mistral7b,draw4,model.layers.25.self_attn.v_proj,4096,2,0.00048828125,2.0
mistral7b,seed0,model.layers.26.mlp.down_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.26.mlp.down_proj,57344,4,6.975446428571428e-05,2.0
mistral7b,draw2,model.layers.26.mlp.down_proj,57344,3,5.231584821428571e-05,1.5
mistral7b,draw3,model.layers.26.mlp.down_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.26.mlp.down_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,seed0,model.layers.26.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
mistral7b,draw1,model.layers.26.mlp.gate_proj,57344,3,5.231584821428571e-05,1.5
mistral7b,draw2,model.layers.26.mlp.gate_proj,57344,4,6.975446428571428e-05,2.0
mistral7b,draw3,model.layers.26.mlp.gate_proj,57344,0,0.0,0.0
mistral7b,draw4,model.layers.26.mlp.gate_proj,57344,1,1.743861607142857e-05,0.5
mistral7b,seed0,model.layers.26.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw1,model.layers.26.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw2,model.layers.26.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw3,model.layers.26.mlp.up_proj,57344,1,1.743861607142857e-05,1.0
mistral7b,draw4,model.layers.26.mlp.up_proj,57344,4,6.975446428571428e-05,4.0
mistral7b,seed0,model.layers.26.self_attn.k_proj,4096,0,0.0,
mistral7b,draw1,model.layers.26.self_attn.k_proj,4096,1,0.000244140625,
mistral7b,draw2,model.layers.26.self_attn.k_proj,4096,0,0.0,
mistral7b,draw3,model.layers.26.self_attn.k_proj,4096,0,0.0,
mistral7b,draw4,model.layers.26.self_attn.k_proj,4096,0,0.0,
mistral7b,seed0,model.layers.26.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,draw1,model.layers.26.self_attn.o_proj,16384,2,0.0001220703125,2.0
mistral7b,draw2,model.layers.26.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw3,model.layers.26.self_attn.o_proj,16384,0,0.0,0.0
mistral7b,draw4,model.layers.26.self_attn.o_proj,16384,1,6.103515625e-05,1.0
mistral7b,seed0,model.layers.26.self_attn.q_proj,16384,2,0.0001220703125,1.0
mistral7b,draw1,model.layers.26.self_attn.q_proj,16384,1,6.103515625e-05,0.5
mistral7b,draw2,model.layers.26.self_attn.q_proj,16384,1,6.103515625e-05,0.5
mistral7b,draw3,model.layers.26.self_attn.q_proj,16384,1,6.103515625e-05,0.5
mistral7b,draw4,model.layers.26.self_attn.q_proj,16384,0,0.0,0.0
mistral7b,seed0,model.layers.26.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw1,model.layers.26.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw2,model.layers.26.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,draw3,model.layers.26.self_attn.v_proj,4096,3,0.000732421875,1.5
mistral7b,draw4,model.layers.26.self_attn.v_proj,4096,2,0.00048828125,1.0
mistral7b,seed0,model.layers.27.mlp.down_proj,57344,3,5.231584821428571e-05,1.0
mistral7b,draw1,model.layers.27.mlp.down_proj,57344,7,0.0001220703125,2.3333333333333335
mistral7b,draw2,model.layers.27.mlp.down_proj,57344,4,6.975446428571428e-05,1.3333333333333333
mistral7b,draw3,model.layers.27.mlp.down_proj,57344,1,1.743861607142857e-05,0.3333333333333333
mistral7b,draw4,model.layers.27.mlp.down_proj,57344,1,1.743861607142857e-05,0.3333333333333333
mistral7b,seed0,model.layers.27.mlp.gate_proj,57344,2,3.487723214285714e-05,1.0
